"date_survey","governorate_ID","governorate_name","district_ID","district_name","market_name","type_area","fuel_prices","cash_feasibility_fuel","cash_feasibility_fuel/Cash","cash_feasibility_fuel/Mobile_money","cash_feasibility_fuel/Credit_debit_Card","cash_feasibility_fuel/Prepaid_cards","cash_feasibility_fuel/Credit","cash_feasibility_fuel/Vouchers","cash_feasibility_fuel/Bartering","cash_feasibility_fuel/Other","cash_feasibility_fuel/Do_not_know","Other_cash_feasibility_fuel","sell_petrol","quantity_1L_petrol","quantity_other_petrol","price_petrol","calc_price_petrol","price_diesel_normalised","sell_diesel","quantity_1L_diesel","diesel_quantity_other","price_diesel","calc_price_diesel","price_diesel_normalised_1","fuel_gov_origin","fuel_restock_days_min","fuel_constraints_multiple","fuel_constraints_multiple/Price_inflation","fuel_constraints_multiple/Liquidity_shortage","fuel_constraints_multiple/Shortage_of_demand","fuel_constraints_multiple/Insecurity_and_instability","fuel_constraints_multiple/Supply_shortage","fuel_constraints_multiple/Government_regulations","fuel_constraints_multiple/Transportation_issues","fuel_constraints_multiple/Other_see_next_question","fuel_constraints_multiple/Do_not_know","fuel_constraints_multiple/No_constraints","fuel_constraints_multiple/Vendor_did_not_answer","wash_list","wash_prices","cash_feasibility_wash","cash_feasibility_wash/Cash","cash_feasibility_wash/Mobile_money","cash_feasibility_wash/Credit_debit_Card","cash_feasibility_wash/Prepaid_cards","cash_feasibility_wash/Credit","cash_feasibility_wash/Vouchers","cash_feasibility_wash/Bartering","cash_feasibility_wash/Other","cash_feasibility_wash/Do_not_know","Other_cash_feasibility_wash","sell_bottled_water","quantity_0.75L","bottled_quantity_other","price_bottled_water","calc_price_bottled_water","price_bottled_water_normalised","sell_treated_water","quantity_10L","treated_quantity_other","price_treated_water","calc_price_treated_water","price_treated_water_normalised","sell_soap","quantity_1bar","soap_quantity_specify","price_soap","calc_price_soap","price_soap_normalised","sell_laundry_powder","quantity_100g","laundry_quantity_other","price_laundry_powder","calc_price_laundry","price_laundry_powder_normalised","sell_sanitary_napkins","quantity_10units","napkins_quantity_other","price_sanitary_napkins","calc_price_sanitary","price_sanitary_napkins_normalised","wash_gov_origin","wash_type_supplier","wash_restock_days_min","wash_constraints_multiple","wash_constraints_multiple/Price_inflation","wash_constraints_multiple/Liquidity_shortage","wash_constraints_multiple/Shortage_of_demand","wash_constraints_multiple/Insecurity_and_instability","wash_constraints_multiple/Supply_shortage","wash_constraints_multiple/Government_regulations","wash_constraints_multiple/Transportation_issues","wash_constraints_multiple/Other_see_next_question","wash_constraints_multiple/Do_not_know","wash_constraints_multiple/No_constraints","wash_constraints_multiple/Vendor_did_not_answer","water_trucking_prices","cash_feasibility_water_trucking","cash_feasibility_water_trucking/Cash","cash_feasibility_water_trucking/Mobile_money","cash_feasibility_water_trucking/Credit_debit_Card","cash_feasibility_water_trucking/Prepaid_cards","cash_feasibility_water_trucking/Credit","cash_feasibility_water_trucking/Vouchers","cash_feasibility_water_trucking/Bartering","cash_feasibility_water_trucking/Other","cash_feasibility_water_trucking/Do_not_know","Other_cash_feasibility_water_trucking","capacity_truck","type_owner","type_water","water_chlorinated","cost_cubic_meter","location_source","price_cubic_meter","distance_travelled","distance_price","additional_cost_5","additional_cost_10","constraints_multiple","constraints_multiple/Price_inflation","constraints_multiple/Liquidity_shortage","constraints_multiple/Shortage_of_demand","constraints_multiple/Insecurity_and_instability","constraints_multiple/Supply_shortage","constraints_multiple/Government_regulations","constraints_multiple/Transportation_issues","constraints_multiple/Other_see_next_question","constraints_multiple/Do_not_know","constraints_multiple/No_constraints","constraints_multiple/Vendor_did_not_answer","exchange_rate","exchange_rate_result","further_comments","_uuid"
2019-01-23,"YE13","Amanat Al Asimah","YE1306","Al Wahdah","Safer","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",NA,"Do_not_know",0,0,0,0,0,0,0,0,1,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,110,NA,110,"yes","yes",NA,450,NA,450,"yes","yes",85,190,178.8235294,178.8235294,"no",NA,NA,NA,NA,NA,"yes","yes",NA,750,NA,750,"YE18","Wholesaler",17,"Transportation_issues",0,0,0,0,0,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,18,"Public","Pumping_Station_or_Borehole","yes",300,4,NA,10,"yes",500,800,"Vendor_did_not_answer",0,0,0,0,0,0,0,0,0,0,1,"yes",560,NA,"60cd1460-35cf-4313-ad3d-e8bbe201c590"
2019-01-20,"YE13","Amanat Al Asimah","YE1306","Al Wahdah","Safr station","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,425,"yes","yes",NA,425,NA,425,"YE18",5,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Diesel is not found at stations and is often purchased from the black market","d13dbae2-414f-44a7-86b1-723f0447fe26"
2019-01-24,"YE13","Amanat Al Asimah","YE1304","Assafi'yah","Shams shop for food items","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,150,NA,150,"no",NA,NA,NA,NA,NA,"yes","yes",125,120,76.8,76.8,"yes","yes",NA,120,NA,120,"yes","yes",NA,650,NA,650,"YE13","Wholesaler",7,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",545,NA,"3a90df71-49c5-4c62-ae67-a2827742720a"
2019-01-24,"YE13","Amanat Al Asimah","YE1302","Shu'aub","Thafar Al Awdi petrol station","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,425,"yes","yes",NA,425,NA,425,"YE13",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",545,NA,"8303d0b3-916a-4022-a7c5-9281bca86646"
2019-01-24,"YE13","Amanat Al Asimah","YE1302","Shu'aub","Thafar shop for food items","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"no",NA,NA,NA,NA,NA,"yes","yes",125,120,76.8,76.8,"yes","yes",NA,100,NA,100,"yes","yes",NA,600,NA,600,"YE13","Wholesaler",7,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",545,NA,"d337a060-9af1-43d3-93ae-9a1e24b576b2"
2019-01-24,"YE13","Amanat Al Asimah","YE1304","Assafi'yah","Thafer shop for food items","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"no",NA,NA,NA,NA,NA,"yes","yes",125,130,83.2,83.2,"yes","yes",NA,100,NA,100,"yes","yes",NA,600,NA,600,"YE13","Wholesaler",7,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",545,NA,"5fee881c-cca5-4d7c-b1a9-bd32d12d23ec"
2019-01-24,"YE13","Amanat Al Asimah","YE1307","At Tahrir","Tunis Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,354,NA,410,"yes","yes",NA,410,NA,410,"YE18",16,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,130,NA,130,"yes","yes",NA,470,NA,470,"yes","yes",85,220,207.0588235,207.0588235,"yes","yes",NA,130,NA,130,"yes","no",8,600,750,750,"YE13","Wholesaler",11,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,18,"Public","Pumping_Station_or_Borehole","no",277,2,NA,5,"yes",380,500,"Vendor_did_not_answer",0,0,0,0,0,0,0,0,0,0,1,"yes",540,NA,"cdd7f9e9-1b93-493e-8747-33494eea242b"
2019-01-20,"YE13","Amanat Al Asimah","YE1301","Old City","Zaid shop for food supplies","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"yes","yes",NA,120,NA,120,"yes","yes",125,130,83.2,83.2,"yes","yes",NA,110,NA,110,"yes","yes",NA,600,NA,600,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"0d45d3b7-ba0e-42e0-a0ca-ebd31ea5db70"
2019-01-24,"YE13","Amanat Al Asimah","YE1307","At Tahrir","Zera'a Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",13,"Do_not_know",0,0,0,0,0,0,0,0,1,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"yes","no",20,900,450,450,"yes","yes",85,200,188.2352941,188.2352941,"yes","yes",NA,120,NA,120,"no",NA,NA,NA,NA,NA,"YE13","Wholesaler",7,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",550,NA,"96f7e746-a8ef-43a2-a31a-328d7ac5f84b"
2019-01-24,"YE15","Taizz","YE1509","Mashra'a Wa Hadnan","Al Bereen","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,"yes","yes",NA,150,NA,150,"yes","yes",NA,100,NA,100,"yes","yes",85,120,112.9411765,112.9411765,"yes","yes",NA,100,NA,100,"no",NA,NA,NA,NA,NA,"YE15","Vendor",1,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"a9a9dd29-df13-454d-b4e4-81c144c0e58d"
2019-01-24,"YE15","Taizz","YE1509","Mashra'a Wa Hadnan","Al Bereen","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,"yes","yes",NA,150,NA,150,"yes","yes",NA,120,NA,120,"yes","yes",85,120,112.9411765,112.9411765,"yes","yes",NA,120,NA,120,"yes","yes",NA,500,NA,500,"YE15","Vendor",1,"Price_inflation Supply_shortage",1,0,0,0,1,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"7b1b44e5-0ffd-4eda-8601-8df3f1dd661f"
2019-01-24,"YE15","Taizz","YE1509","Mashra'a Wa Hadnan","Al Bereen","Urban","yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,"yes","yes",NA,325,NA,325,"yes","yes",NA,325,NA,325,"YE25",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,"yes","yes",NA,150,NA,150,"yes","yes",NA,120,NA,120,"yes","yes",85,200,188.2352941,188.2352941,"yes","yes",NA,120,NA,120,"yes","yes",NA,500,NA,500,"YE15","Vendor",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Soaps sold in the market is made of jiff and washing powder because it's cheaper","a721e139-b65e-4104-960a-a06474859020"
2019-01-24,"YE15","Taizz","YE1509","Mashra'a Wa Hadnan","Al Bereen","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,"yes","yes",NA,150,NA,150,"yes","yes",NA,120,NA,120,"yes","yes",85,120,112.9411765,112.9411765,"yes","yes",NA,120,NA,120,"yes","yes",NA,500,NA,500,"YE15","Vendor",1,"Price_inflation Supply_shortage",1,0,0,0,1,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"7b1b44e5-0ffd-4eda-8601-8df3f1dd661f"
2019-01-24,"YE15","Taizz","YE1509","Mashra'a Wa Hadnan","Al Bereen","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","no",15,1600,80,80,"no",NA,NA,NA,NA,NA,"yes","no",1020,1300,101.9607843,101.9607843,"yes","no",4800,4600,95.83333333,95.83333333,"yes","yes",NA,600,NA,600,"YE24","Wholesaler",4,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Price of trucking water and water delivery are high due to lack of rain","3b00e8f7-845a-4da7-aa66-e166fa80f6bc"
2019-01-24,"YE15","Taizz","YE1509","Mashra'a Wa Hadnan","Al Bereen","Urban","yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,"yes","yes",NA,325,NA,325,"yes","yes",NA,325,NA,325,"YE25",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash Mobile_money Credit",1,1,0,0,1,0,0,0,0,NA,"yes","no",15,1550,77.5,77.5,"no",NA,NA,NA,NA,NA,"yes","no",6120,6900,90.19607843,90.19607843,"yes","no",4800,4600,95.83333333,95.83333333,"yes","no",160,6600,412.5,412.5,NA,"Wholesaler",2,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",550,NA,"b8791ab9-e9bf-451c-8a61-fde7a10fe795"
2019-01-24,"YE15","Taizz","YE1509","Mashra'a Wa Hadnan","Al Bereen","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,"yes","no",15,1700,85,85,"no",NA,NA,NA,NA,NA,"yes","no",6120,6800,88.88888889,88.88888889,"yes","no",4800,3400,70.83333333,70.83333333,"no",NA,NA,NA,NA,NA,"YE15","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,4,"Private","Pumping_Station_or_Borehole","no",5000,2,NA,30,"yes",12000,14000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,"Lack of rain","18a38a7e-ee44-42de-acbb-66750fba23c9"
2019-01-24,"YE15","Taizz","YE1509","Mashra'a Wa Hadnan","Al Bereen","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,150,NA,150,"yes","yes",NA,100,NA,100,"yes","yes",85,130,122.3529412,122.3529412,"yes","yes",NA,100,NA,100,"yes","yes",NA,450,NA,450,"YE24","Vendor",1,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,"yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,3.2,"Private","Water_Spring","no",1350,2,NA,51,"yes",6000,10000,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"no",NA,NA,"31aa52cb-d073-4423-961f-b9243de6a28d"
2019-01-25,"YE15","Taizz","YE1509","Mashra'a Wa Hadnan","Al Bereen","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","no",5,1600,240,240,"no",NA,NA,NA,NA,NA,"yes","no",6120,6400,83.66013072,83.66013072,"yes","no",4800,3400,70.83333333,70.83333333,"yes","no",160,6800,425,425,"YE24","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3.6,"Private","Pumping_Station_or_Borehole","no",8000,10,NA,10,"yes",15000,25000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",520,"Lack of water due to low rain","fd777225-5a92-4ab2-99da-cea1efa77453"
2019-01-23,"YE15","Taizz","YE1502","Shara'b As Salam","Al Huban market","Urban","yes","Cash Credit",1,0,0,0,1,0,0,0,0,NA,"yes","yes",NA,330,NA,340,"yes","yes",NA,340,NA,340,"YE24",1,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,150,NA,150,"no",NA,NA,NA,NA,NA,"yes","no",170,550,258.8235294,258.8235294,"yes","no",110,120,109.0909091,109.0909091,"yes","no",12,900,750,750,"Vendor_did_not_answer","Vendor",NA,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",7000,10,NA,10,"yes",7000,14000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",540,NA,"0261af40-2e82-42ae-a870-2a151fba1e2c"
2019-01-23,"YE15","Taizz","YE1515","Al Wazi'iyah","Al Modereyah Market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,450,NA,460,"yes","yes",NA,460,NA,460,"YE24",3,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,150,NA,150,"yes","yes",100,130,104,104,"yes","yes",NA,160,NA,160,"yes","yes",NA,600,NA,600,"YE15","Wholesaler",1,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,5,"Private","Pumping_Station_or_Borehole","no",3000,10,NA,20,"yes",25000,30000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",548,NA,"960628f1-e257-4da4-aba0-ef7c262555b3"
2019-01-23,"YE15","Taizz","YE1506","Dhubab","Al Mukha","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,320,NA,350,"yes","yes",NA,350,NA,350,"YE24",2,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,110,NA,110,"yes","yes",NA,150,NA,150,"yes","yes",100,100,80,80,"yes","yes",NA,120,NA,120,"yes","yes",NA,600,NA,600,"YE24","Wholesaler",4,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Private","Pumping_Station_or_Borehole","no",2000,15,NA,20,"yes",2500,3000,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes",560,NA,"fd0bafef-7c53-4687-8106-04422a06534e"
2019-01-23,"YE15","Taizz","YE1506","Dhubab","Al Mukha","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,350,NA,350,"yes","yes",NA,350,NA,350,"YE24",3,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,170,NA,170,"yes","yes",NA,130,NA,130,"yes","yes",100,150,120,120,"yes","yes",NA,100,NA,100,"yes","yes",NA,600,NA,600,"YE24","Wholesaler",2,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",2500,10,NA,20,"yes",13000,18000,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes",560,NA,"82de9adb-a748-4a6f-9733-217f17f3babb"
2019-01-23,"YE15","Taizz","YE1506","Dhubab","Al Mukha","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,320,NA,350,"yes","yes",NA,350,NA,350,"YE24",3,"Price_inflation Liquidity_shortage Transportation_issues",1,1,0,0,0,0,1,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,150,NA,150,"yes","yes",100,140,112,112,"yes","yes",NA,100,NA,100,"yes","yes",NA,550,NA,550,"YE24","Wholesaler",3,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,5,"Private","Pumping_Station_or_Borehole","no",5000,10,NA,20,"yes",13000,25000,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,"yes",560,NA,"30eae20a-4f1f-4fcb-b086-8f7df4902b2e"
2019-01-23,"YE15","Taizz","YE1514","Ash Shamayatayn","Al Qabila","Rural","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"no",NA,NA,NA,NA,NA,"yes","yes",100,130,104,104,"yes","yes",NA,90,NA,90,"yes","yes",NA,550,NA,550,"YE15","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",600,NA,"4e2f20c4-7079-4a2f-be9a-d74b03012eeb"
2019-01-23,"YE15","Taizz","YE1514","Ash Shamayatayn","Al Qabila","Rural","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"no",NA,NA,NA,NA,NA,"yes","yes",100,150,120,120,"yes","yes",NA,100,NA,100,"yes","yes",NA,700,NA,700,"YE15","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",530,NA,"6886f439-57ee-4b7b-982a-51cf27bc3c99"
