"date_survey","country_name","country_ID","governorate_name","governorate_ID","district_name","district_ID","market_name","type_area","fuel_prices","cash_feasibility_fuel","cash_feasibility_fuel/Cash","cash_feasibility_fuel/Mobile_money","cash_feasibility_fuel/Credit_debit_Card","cash_feasibility_fuel/Prepaid_cards","cash_feasibility_fuel/Credit","cash_feasibility_fuel/Vouchers","cash_feasibility_fuel/Bartering","cash_feasibility_fuel/Other","cash_feasibility_fuel/Do_not_know","Other_cash_feasibility_fuel","sell_petrol","quantity_1L_petrol","quantity_other_petrol","price_petrol","calc_price_petrol","sell_diesel","quantity_1L_diesel","quantity_other_diesel","price_diesel","calc_price_diesel","fuel_gov_origin","fuel_restock_days_min","fuel_constraints_multiple","fuel_constraints_multiple/Price_inflation","fuel_constraints_multiple/Liquidity_shortage","fuel_constraints_multiple/Shortage_of_demand","fuel_constraints_multiple/Insecurity_and_instability","fuel_constraints_multiple/Supply_shortage","fuel_constraints_multiple/Government_regulations","fuel_constraints_multiple/Transportation_issues","fuel_constraints_multiple/Other_see_next_question","fuel_constraints_multiple/Do_not_know","fuel_constraints_multiple/No_constraints","fuel_constraints_multiple/Vendor_did_not_answer","wash_prices","cash_feasibility_wash","cash_feasibility_wash/Cash","cash_feasibility_wash/Mobile_money","cash_feasibility_wash/Credit_debit_Card","cash_feasibility_wash/Prepaid_cards","cash_feasibility_wash/Credit","cash_feasibility_wash/Vouchers","cash_feasibility_wash/Bartering","cash_feasibility_wash/Other","cash_feasibility_wash/Do_not_know","Other_cash_feasibility_wash","sell_bottled_water","quantity_0.75L","bottled_quantity_other","price_bottled_water","calc_price_bottled_water","sell_treated_water","quantity_10L","treated_quantity_other","price_treated_water","calc_price_treated_water","sell_soap","quantity_1bar","soap_quantity_other","price_soap","calc_price_soap","sell_laundry_powder","quantity_100g","laundry_quantity_other","price_laundry_powder","calc_price_laundry","sell_sanitary_napkins","quantity_10units","napkins_quantity_other","price_sanitary_napkins","calc_price_sanitary","wash_gov_origin","wash_type_supplier","wash_restock_days_min","wash_constraints_multiple","wash_constraints_multiple/Price_inflation","wash_constraints_multiple/Liquidity_shortage","wash_constraints_multiple/Shortage_of_demand","wash_constraints_multiple/Insecurity_and_instability","wash_constraints_multiple/Supply_shortage","wash_constraints_multiple/Government_regulations","wash_constraints_multiple/Transportation_issues","wash_constraints_multiple/Other_see_next_question","wash_constraints_multiple/Do_not_know","wash_constraints_multiple/No_constraints","wash_constraints_multiple/Vendor_did_not_answer","water_trucking_prices","cash_feasibility_water_trucking","cash_feasibility_water_trucking/Cash","cash_feasibility_water_trucking/Mobile_money","cash_feasibility_water_trucking/Credit_debit_Card","cash_feasibility_water_trucking/Prepaid_cards","cash_feasibility_water_trucking/Credit","cash_feasibility_water_trucking/Vouchers","cash_feasibility_water_trucking/Bartering","cash_feasibility_water_trucking/Other","cash_feasibility_water_trucking/Do_not_know","Other_cash_feasibility_water_trucking","capacity_truck","type_owner","type_water","water_chlorinated","cost_cubic_meter","location_source","distance_travelled","distance_price","additional_cost_5","additional_cost_10","constraints_multiple","constraints_multiple/Price_inflation","constraints_multiple/Liquidity_shortage","constraints_multiple/Shortage_of_demand","constraints_multiple/Insecurity_and_instability","constraints_multiple/Supply_shortage","constraints_multiple/Government_regulations","constraints_multiple/Transportation_issues","constraints_multiple/Other_see_next_question","constraints_multiple/Do_not_know","constraints_multiple/No_constraints","constraints_multiple/Vendor_did_not_answer","exchange_rate","exchange_rate_result","mrk_supply_routes","mrk_supply_issues","mrk_supply_issues/dmg_infra_market","mrk_supply_issues/dmg_infra_sorrounding","mrk_supply_issues/dmg_storage","mrk_supply_issues/move_restriction","mrk_supply_issues/other","mrk_supply_issues/did_not_answer","mrk_supply_issues_other","mrk_dmg_infra","mrk_dmg_infra/road","mrk_dmg_infra/electrical","mrk_dmg_infra/water","mrk_dmg_infra/communication","mrk_dmg_infra/other","mrk_dmg_infra_other","mrk_increse_fuel_50","mrk_increse_fuel_100","mrk_increse_WASH_50","mrk_increse_WASH_100","mrk_increse_water_50","mrk_increse_water_100","further_comments","_uuid"
"4/22/2019","Yemen","YE","Taizz","YE15","Dimnat Khadir","YE1512","Al Rahidah market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,435,435,"yes","yes",NA,440,440,"YE26",7,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,100,100,"yes","yes",NA,180,180,"yes","yes",NA,120,120,"yes","no",9,500,556,"YE15","Wholesaler",4,"No_constraints",0,0,0,0,0,0,0,0,0,1,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",2000,2,9,"no",NA,NA,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes",515,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","no","yes","no",NA,"64db211f-c296-45b6-9a83-505a194b8d31"
"4/23/2019","Yemen","YE","Taizz","YE15","At Ta'iziyah","YE1520","Dares market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,425,425,"yes","yes",NA,430,430,"Do_not_know",NA,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,80,80,"yes","yes",NA,150,150,"yes","yes",NA,120,120,"yes","no",9,500,556,"YE15","Wholesaler",NA,"No_constraints",0,0,0,0,0,0,0,0,0,1,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",2000,1,7,"no",NA,NA,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes",520,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","no","yes","no",NA,"3b91ec37-16ac-43a6-b062-4074da115c93"
"4/23/2019","Yemen","YE","Taizz","YE15","At Ta'iziyah","YE1520","Mafraq Al Thekrah market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,430,430,"yes","yes",NA,435,435,"Do_not_know",NA,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"yes","yes",NA,100,100,"yes","no",100,200,160,"yes","yes",NA,130,130,"yes","no",8,450,563,"YE15","Wholesaler",NA,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",2000,2,8,"no",NA,NA,"Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage",1,0,1,1,1,0,0,0,0,0,0,"yes",515,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","no","yes","no",NA,"42160ff6-2ee4-4b5a-b5ea-a6e1589a80bf"
"4/22/2019","Yemen","YE","Taizz","YE15","Dimnat Khadir","YE1512","Dimnat Khdeir","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,425,425,"yes","yes",NA,430,430,"YE24",6,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,150,150,"yes","yes",NA,100,100,"yes","no",125,400,256,"yes","no",90,100,111,"yes","no",8,450,563,"YE15","Wholesaler",10,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",2000,1,20,"yes",3000,5000,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes",515,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","no","yes","no",NA,"5883dc29-fa0b-4062-a982-6bd8d08187ea"
"4/19/2019","Yemen","YE","Sa'ada","YE22","Saqayn","YE2209","Saqeen central market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,650,650,"yes","yes",NA,600,600,"YE18",8,"Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues",1,1,1,0,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,130,130,"yes","yes",NA,100,100,"yes","yes",NA,100,100,"yes","yes",NA,150,150,"yes","yes",NA,570,570,"YE13","Wholesaler",8,"Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage Transportation_issues",1,1,0,1,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Private","Pumping_Station_or_Borehole","no",3500,4,8,"yes",5500,9000,"Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues",1,1,1,0,1,0,1,0,0,0,0,"yes",520,"yes","dmg_infra_market move_restriction",1,0,0,1,0,0,NA,"road electrical water",1,1,1,0,0,NA,"no","no","no","no","no","no",NA,"d1ca53f9-4d74-4339-a192-20bce02c33f1"
"4/18/2019","Yemen","YE","Sana'a","YE23","Bani Matar","YE2307","Mutnah","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,750,750,"yes","yes",NA,600,600,"YE18",7,"Price_inflation Shortage_of_demand Supply_shortage Transportation_issues",1,0,1,0,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,130,130,"yes","yes",NA,90,90,"yes","yes",NA,100,100,"yes","yes",NA,150,150,"yes","yes",NA,580,580,"YE13","Vendor",6,"Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues",1,1,1,0,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Private","Pumping_Station_or_Borehole","no",4200,5,7,"yes",6000,9000,"Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues",1,1,1,0,1,0,1,0,0,0,0,"yes",550,"yes","dmg_infra_market dmg_infra_sorrounding move_restriction",1,1,0,1,0,0,NA,"road electrical water",1,1,1,0,0,NA,"no","no","no","no","no","no",NA,"7d143255-a680-4098-83f1-04b5f9e06da8"
"4/18/2019","Yemen","YE","Sana'a","YE23","Sanhan","YE2305","Al Hothaili al markazi","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,800,800,"yes","yes",NA,750,750,"YE18",10,"Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues",1,1,1,1,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,120,"yes","yes",NA,100,100,"yes","yes",NA,120,120,"yes","yes",NA,150,150,"yes","yes",NA,600,600,"YE13","Vendor",7,"Price_inflation Liquidity_shortage Supply_shortage Transportation_issues",1,1,0,0,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Private","Pumping_Station_or_Borehole","no",4000,5,7,"yes",6500,9000,"Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues",1,1,1,1,1,0,1,0,0,0,0,"yes",520,"yes","dmg_infra_market dmg_infra_sorrounding move_restriction",1,1,0,1,0,0,NA,"road electrical water",1,1,1,0,0,NA,"no","no","no","no","no","no",NA,"fbac2960-14e4-4d20-b76e-b0689c2e05ba"
"4/18/2019","Yemen","YE","Sana'a","YE23","Sanhan","YE2305","Al Hothaili","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,900,900,"yes","yes",NA,700,700,"YE18",15,"Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues",1,1,1,1,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,140,140,"yes","yes",NA,120,120,"yes","yes",NA,100,100,"yes","yes",NA,150,150,"yes","yes",NA,600,600,"YE13","Vendor",10,"Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues",1,1,1,1,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,2,"Private","Pumping_Station_or_Borehole","no",4500,4,6,"yes",6000,9500,"Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues",1,1,1,1,1,0,1,0,0,0,0,"yes",500,"yes","dmg_infra_market dmg_infra_sorrounding move_restriction",1,1,0,1,0,0,NA,"road electrical water",1,1,1,0,0,NA,"no","no","no","no","no","no",NA,"e51886cf-b733-4179-ace2-852744b081bb"
"4/17/2019","Yemen","YE","Al Bayda","YE14","Rada'","YE1413","Reda'a central market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,750,750,"yes","yes",NA,700,700,"YE18",2,"Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues",1,0,1,1,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,120,"yes","yes",NA,100,100,"yes","yes",NA,130,130,"yes","yes",NA,150,150,"yes","yes",NA,600,600,"YE13","Vendor",3,"Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues",1,1,1,1,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,2,"Private","Pumping_Station_or_Borehole","no",4500,4,6,"yes",7000,12000,"Price_inflation Shortage_of_demand Government_regulations Transportation_issues",1,0,1,0,0,1,1,0,0,0,0,"yes",520,"yes","dmg_infra_market dmg_infra_sorrounding move_restriction",1,1,0,1,0,0,NA,"road electrical water",1,1,1,0,0,NA,"no","no","no","no","no","no",NA,"052f4b2a-6254-4502-b7bf-a56f4e23fd19"
"4/19/2019","Yemen","YE","Sa'ada","YE22","Saqayn","YE2209","Saqeen","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,700,700,"yes","yes",NA,650,650,"YE18",7,"Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues",1,1,1,1,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,140,140,"yes","yes",NA,100,100,"yes","yes",NA,100,100,"yes","yes",NA,150,150,"yes","yes",NA,600,600,"YE13","Vendor",6,"Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues",1,1,1,0,1,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",3500,3,7,"yes",5000,8500,"Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues",1,1,1,1,1,0,1,0,0,0,0,"yes",510,"yes","dmg_infra_market move_restriction",1,0,0,1,0,0,NA,"road electrical water communication",1,1,1,1,0,NA,"no","no","no","no","no","no",NA,"c4eff038-61a4-4395-a50b-b34989856c06"
"4/23/2019","Yemen","YE","Taizz","YE15","At Ta'iziyah","YE1520","Al Ramdah market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,440,440,"yes","yes",NA,450,450,"YE24",4,"Price_inflation Insecurity_and_instability Supply_shortage",1,0,0,1,1,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,150,150,"yes","yes",NA,100,100,"yes","yes",NA,200,200,"yes","yes",NA,150,150,"yes","yes",NA,600,600,"YE15","Wholesaler",3,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",2300,4,10,"yes",2000,4000,"Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage",1,0,1,1,1,0,0,0,0,0,0,"yes",512,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","no","yes","no",NA,"a7dfb6ea-43f6-439b-954d-09b483e1d9e9"
"4/22/2019","Yemen","YE","Taizz","YE15","Dimnat Khadir","YE1512","Al Rahidah market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,440,440,"yes","yes",NA,450,450,"YE24",2,"Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage",1,1,0,1,1,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,150,150,"yes","yes",NA,80,80,"yes","yes",NA,200,200,"yes","yes",NA,130,130,"yes","yes",NA,600,600,"YE15","Wholesaler",4,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Treatment_Station","yes",5000,1,20,"yes",2000,4000,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes",510,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","no","yes","no",NA,"2256ea71-c9d3-4fb2-b9c0-a0c29a7a960f"
"4/22/2019","Yemen","YE","Hajjah","YE17","Al Mahabishah","YE1715","Al Madinah","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,750,750,"yes","yes",NA,440,440,"YE18",2,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,120,"yes","yes",20,400,200,"yes","yes",NA,150,150,"yes","no",500,500,100,"yes","yes",NA,600,600,"YE17","Wholesaler",4,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,5,"Private","Pumping_Station_or_Borehole","no",7500,10,30,"yes",7500,10500,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",512,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","None","8231393c-e398-4081-aec0-8c6fce0f6a80"
"4/21/2019","Yemen","YE","Hajjah","YE17","Al Mahabishah","YE1715","ALqat Market","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,750,750,"yes","yes",NA,440,440,"YE18",3,"Price_inflation Insecurity_and_instability Government_regulations",1,0,0,1,0,1,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,120,"yes","no",20,350,175,"yes","yes",NA,150,150,"yes","no",500,500,100,"yes","yes",NA,600,600,"YE17","Vendor",7,"Price_inflation Insecurity_and_instability Transportation_issues",1,0,0,1,0,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,5,"Private","Pumping_Station_or_Borehole","no",7000,25,25,"no",NA,NA,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes",510,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","None","3af57b57-1254-4d99-a7be-dc9387cb72c7"
"4/24/2019","Yemen","YE","Hajjah","YE17","Al Mahabishah","YE1715","Almahabishah","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,700,700,"yes","yes",NA,440,440,"YE17",4,"Price_inflation Insecurity_and_instability Government_regulations Transportation_issues",1,0,0,1,0,1,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,120,"yes","no",20,350,175,"yes","yes",NA,150,150,"yes","no",100,100,100,"yes","yes",NA,600,600,"YE17","Vendor",5,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,5,"Private","Pumping_Station_or_Borehole","no",6500,20,20,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",510,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","None","aa620e12-5ee0-40b3-aa5b-2bda9f29bafc"
"4/21/2019","Yemen","YE","Hajjah","YE17","Qafl Shamer","YE1713","Shamr","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,650,650,"yes","yes",NA,440,440,"YE18",5,"Price_inflation Supply_shortage",1,0,0,0,1,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,120,"no",NA,NA,NA,NA,"yes","yes",NA,120,120,"yes","no",500,500,100,"yes","yes",NA,600,600,"YE17","Vendor",3,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,5,"Private","Pumping_Station_or_Borehole","no",3000,8,20,"yes",2500,3500,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,"yes",510,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","None","71cbe171-65c4-4e9f-be3c-5291e3abd729"
"4/23/2019","Yemen","YE","Taizz","YE15","At Ta'iziyah","YE1520","Jawlah Softeel market","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,425,425,"yes","yes",NA,430,430,"YE24",6,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,150,150,"yes","yes",NA,100,100,"yes","no",135,400,237,"yes","yes",NA,130,130,"yes","yes",NA,600,600,"YE15","Wholesaler",2,"Price_inflation Insecurity_and_instability",1,0,0,1,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Treatment_Station","no",2000,3,8,"no",NA,NA,"Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage",1,0,1,1,1,0,0,0,0,0,0,"yes",514,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","yes","no","yes","no",NA,"ed3805ba-8733-41d4-a859-fb73be9cb51e"
"4/23/2019","Yemen","YE","Al Hudaydah","YE18","Al Qanawis","YE1806","Al Qanawis","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,365,365,"yes","yes",NA,360,360,"YE18",6,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,120,"yes","no",20,300,150,"yes","yes",NA,120,120,"yes","yes",NA,120,120,"yes","yes",NA,600,600,"YE18","Vendor",4,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",2500,15,15,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",510,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","None","80c59fc1-6a02-4b8f-a542-ff88a85f5d8b"
"4/28/2019","Yemen","YE","Sana'a","YE23","Hamdan","YE2301","Al Arah","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,365,365,"no",NA,NA,NA,NA,"YE23",30,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"no",NA,NA,NA,NA,"yes","yes",NA,160,160,"yes","yes",NA,120,120,"yes","yes",NA,600,600,"YE13","Wholesaler",1,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",1000,5,10,"yes",6500,10000,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","no","yes","yes",NA,"e6dd4d50-92d7-4b09-8f7a-3490997dd152"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Shu'aub","YE1302","sa'eed muthanna shops","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"no",NA,NA,NA,NA,"yes","yes",NA,120,120,"yes","yes",NA,100,100,"yes","yes",NA,600,600,"YE13","Wholesaler",10,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"6b6c9aac-f0a3-4c51-a02f-20e62b9ee0b7"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Shu'aub","YE1302","Al Sayyah for shops and supplies","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"no",NA,NA,NA,NA,"yes","yes",NA,120,120,"yes","yes",NA,100,100,"yes","yes",NA,600,600,"YE13","Wholesaler",8,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"8c5d3ffa-3f2a-499d-b32b-b74f5f61d85a"
"4/26/2019","Yemen","YE","Amanat Al Asimah","YE13","Al Wahdah","YE1306","Dar Al Jazeerah shop","Urban","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,100,"no",NA,NA,NA,NA,"yes","yes",NA,100,100,"yes","yes",NA,100,100,"yes","yes",NA,600,600,"YE13","Wholesaler",7,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",525,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no",NA,"896bfe59-5891-4bc1-a3f3-d7eb92e729fd"
