Date,country_ID,country_name,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,_uuid
2019-04-02,YE,Yemen,YE29,Amran,YE2912,Jabal Iyal Yazid,Bair Ayeidh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,200,200,,,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,no,6,500,833,,,YE23,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,582,,yes,dmg_infra_market move_restriction,1,0,0,1,0,0,,road electrical water,1,1,1,0,0,,yes,no,yes,no,yes,no,,c4187d00-3796-4c31-afb0-d23475f7a1c0
2019-04-02,YE,Yemen,YE18,Al Hudaydah,YE1810,Bajil,Bajel Central Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,500,2,,10,yes,5000,10000,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,515,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical water,1,1,1,0,0,,yes,yes,yes,yes,yes,yes,,a219f8d8-c62b-4daa-804b-096a0e9f6612
2019-04-02,YE,Yemen,YE18,Al Hudaydah,YE1810,Bajil,Bajel Central Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,2,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,515,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical water,1,1,1,0,0,,yes,yes,yes,yes,yes,yes,,4c8a816d-a63d-4936-bd62-fbbb7537d6b1
2019-04-02,YE,Yemen,YE18,Al Hudaydah,YE1810,Bajil,Bajel Central Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,70,70,,,yes,yes,,110,110,,,yes,no,110,60,55,,,yes,yes,,310,310,,,YE18,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,513,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical water,1,1,1,0,0,,yes,yes,yes,yes,yes,yes,,6071fb47-06cb-4e7b-8e02-94c5ee500a74
2019-04-02,YE,Yemen,YE18,Al Hudaydah,YE1810,Bajil,Bajel Central Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,500,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical water,1,1,1,0,0,,yes,yes,yes,yes,yes,yes,,9341813a-1aa1-4d46-b3ae-659b05bb5d8d
2019-04-02,YE,Yemen,YE18,Al Hudaydah,YE1810,Bajil,Bajel Central Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,70,70,,,yes,yes,,100,100,,,yes,no,110,66,60,,,yes,yes,,305,305,,,YE18,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,500,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical water,1,1,1,0,0,,yes,yes,yes,yes,yes,yes,,cd80f160-b73a-4139-8d8b-59f9c81c05a6
2019-04-02,YE,Yemen,YE18,Al Hudaydah,YE1810,Bajil,Bajel Central Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,2,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,500,,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,yes,yes,yes,yes,yes,yes,,9088a23e-4005-4bf3-af6e-65d727970fef
2019-04-02,YE,Yemen,YE18,Al Hudaydah,YE1810,Bajil,Bajel Central Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,60,60,,,yes,yes,,100,100,,,yes,yes,,60,60,,,yes,yes,,300,300,,,YE18,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,500,,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,yes,yes,yes,yes,yes,yes,,8ff20c18-57f4-4eec-8535-876137978b00
2019-04-02,YE,Yemen,YE24,Aden,YE2404,Al Buraiqeh,Banafe'e Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,5,Public,Pumping_Station_or_Borehole,no,1000,1,,20,yes,4000,6000,Price_inflation Supply_shortage Other_see_next_question,1,0,0,0,1,0,0,1,0,0,0,yes,588,,no,,,,,,,,,,,,,,,,yes,yes,yes,no,no,no,,5f399d24-f6a5-42f3-82dc-4be6738cb52d
2019-04-02,YE,Yemen,YE24,Aden,YE2404,Al Buraiqeh,Banafe'e Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,290,290,,,yes,yes,,325,325,,,YE24,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,588,,no,,,,,,,,,,,,,,,,yes,yes,yes,no,no,no,,3dcbc1ba-b97f-4575-896e-f18f2f29ce7f
2019-04-02,YE,Yemen,YE24,Aden,YE2404,Al Buraiqeh,Banafe'e Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,no,110,200,182,,,yes,yes,,550,550,,,YE24,Wholesaler,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,588,,no,,,,,,,,,,,,,,,,yes,yes,yes,no,no,no,,93ae9a99-3baf-4356-b335-39685032f211
2019-04-02,YE,Yemen,YE24,Aden,YE2404,Al Buraiqeh,Banafe'e Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,585,,no,,,,,,,,,,,,,,,,no,no,yes,no,no,no,,275f7697-ba64-43ad-9e59-586d3b17aa93
2019-04-02,YE,Yemen,YE24,Aden,YE2404,Al Buraiqeh,Banafe'e Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,no,110,180,164,,,yes,yes,,600,600,,,YE24,Wholesaler,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,585,,no,,,,,,,,,,,,,,,,no,no,yes,no,no,no,,d937dfbb-9853-4bf3-8c49-67651f36e2ec
2019-03-23,YE,Yemen,YE11,Ibb,YE1109,Hazm Al Udayn,Bani Abdalsalam,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,10,Vendor Did Not Answer,0,0,0,0,0,0,0,0,0,0,1,,yes,Cash Other,1,0,0,0,1,0,0,1,0,,yes,yes,,130,130,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,130,130,,,yes,yes,,700,700,,,YE11,Wholesaler,7,Supply Shortage,0,0,0,0,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,no,no,"For water trucking, residents of the area do not depend on them because they have a water project and water pipes to their homes for nominal wages.",5170f858-51da-4de2-be1d-8f1ef1b98d14
2019-03-22,YE,Yemen,YE11,Ibb,YE1119,Al Dhihar,Gawlat Al-udain,Urban,yes,Cash Prepaid cards,1,0,0,1,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,3,Vendor Did Not Answer,0,0,0,0,0,0,0,0,0,0,1,,yes,Cash Other,1,0,0,0,1,0,0,1,0,,yes,yes,,120,120,,,yes,no,5,120,240,,,yes,yes,,130,130,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE11,Wholesaler,7,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping Station or Borehole,no,2000,,1,5,yes,13000,,Price Inflation Government Regulations,1,0,0,0,0,1,0,0,0,0,0,yes,582,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,no,no,,3a25bb3a-0437-4606-ad88-530ccd5d299e
2019-03-25,YE,Yemen,YE22,Sa'ada,YE2215,Sa'adah,Ghadara,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE16,30,Price Inflation Insecurity and Instability Government Regulations Transportation Issues,1,0,0,1,0,1,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,no,20,400,200,,,yes,yes,,130,130,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE23,Wholesaler,7,Price Inflation Insecurity and Instability Transportation Issues,1,0,0,1,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping Station or Borehole,no,900,,9,18,yes,1400,1900,Price Inflation Insecurity and Instability Supply Shortage Transportation Issues,1,0,0,1,1,0,1,0,0,0,0,yes,557,,yes,Damaged infrastructure in the surrounding area,0,1,0,0,0,0,,Road infrastructure Communication infrastructure,0,0,0,0,0,,no,no,yes,no,no,no,,e79a3e8c-3383-434f-b079-cec6e6dd52c6
2019-03-24,YE,Yemen,YE18,Al Hudaydah,YE1819,Hays,Hays,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,385,385,,,yes,yes,,410,410,,,YE24,2,Price_inflation Liquidity_shortage Shortage_of_demand Transportation_issues,1,1,1,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,15,2200,110,,,no,,,,,,,yes,no,900,1250,111,,,yes,no,5280,4800,91,,,yes,yes,,450,450,,,YE24,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Treatment_Station,no,1500,1,,2,no,,,Insecurity_and_instability,0,0,0,1,0,0,0,0,0,0,0,yes,555,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,da59ae78-4cf0-4e8a-b757-d49f2f88a0bd
2019-03-24,YE,Yemen,YE18,Al Hudaydah,YE1819,Hays,Hays,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,400,400,,,YE18,Vendor,1,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,"Here, No Fuel survey and no water truck survey  and No cash transaction agency survey",329394f0-e542-493a-b9aa-1fdd57a59652
2019-03-22,YE,Yemen,YE11,Ibb,YE1116,Dhi As Sufal,Mafraq Dhi As sufal,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,1,Price Inflation Shortage of Demand Insecurity and Instability,1,0,1,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,no,5,250,500,,,yes,yes,,120,120,,,yes,no,110,120,109.0909091,,,yes,yes,,450,450,,,YE11,Wholesaler,10,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping Station or Borehole,no,3000,,1,10,yes,16000,30000,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,yes,585,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,31ee2994-e6a8-421e-b30c-ef0d4274b123
2019-03-22,YE,Yemen,YE11,Ibb,YE1116,Dhi As Sufal,Mafraq Dhi As sufal,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,360,,,yes,yes,,430,430,,,YE18,3,Price Inflation Shortage of Demand Insecurity and Instability,1,0,1,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,no,5,250,500,,,yes,yes,,120,120,,,yes,no,110,100,90.90909091,,,yes,yes,,550,550,,,YE11,Wholesaler,1,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping Station or Borehole,no,3000,,2,5,yes,18000,,Price Inflation Transportation Issues,1,0,0,0,0,0,1,0,0,0,0,yes,583,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,c43bcf3b-ebd3-48ec-9528-0fbc935bcf17
2019-03-21,YE,Yemen,YE11,Ibb,YE1118,Al Mashannah,Mafraq Giblah,Urban,yes,Cash Mobile money,1,1,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE11,2,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,no,5,200,400,,,yes,yes,,100,100,,,yes,no,110,70,63.63636364,,,yes,yes,,400,400,,,YE11,Wholesaler,14,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping Station or Borehole,no,3000,,1,2,no,,,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,yes,580,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,c9850d71-6f5b-43f8-b327-64d0d98690c8
2019-03-21,YE,Yemen,YE11,Ibb,YE1118,Al Mashannah,Mafraq Maitam,Urban,yes,Cash Mobile money,1,1,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,2,Price Inflation Shortage of Demand,1,0,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,no,5,200,400,,,yes,yes,,100,100,,,yes,no,110,80,72.72727273,,,yes,yes,,400,400,,,YE11,Wholesaler,12,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping Station or Borehole,no,3000,,1,10,yes,6000,11000,Price Inflation Transportation Issues,1,0,0,0,0,0,1,0,0,0,0,yes,583,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,68874192-eb6e-48a0-b0f8-dfa39f25aaf6
2019-03-24,YE,Yemen,YE18,Al Hudaydah,YE1819,Hays,Muaath,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,385,385,,,yes,yes,,410,410,,,YE24,1,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,no,15,2200,110,,,no,,,,,,,yes,no,900,1500,133,,,yes,no,4800,4700,98,,,yes,no,240,6200,258,,,YE24,Wholesaler,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,1000,1,,1,no,,,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,no,,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,"Here ,No cash transfer agency interviewed",dc40909f-c41a-42a7-b2d0-98074a684d9a
2019-03-23,YE,Yemen,YE20,Dhamar,YE2007,Wusab As Safil,Mushrafuh,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,20,7500,375,,,yes,no,20,8500,425,,,YE11,8,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,no,5,150,300,,,yes,yes,,120,120,,,yes,yes,,120,120,,,yes,yes,,590,590,,,YE11,Wholesaler,5,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,3200,1,,5,yes,2500,5000,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,585,,yes,dmg_storage move_restriction,0,0,1,1,0,0,,,,,,,,,no,no,no,no,no,no,,b44897bf-7656-4096-90ca-311b4cbd62d1
2019-03-23,YE,Yemen,YE20,Dhamar,YE2007,Wusab As Safil,Mushrafuh,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,20,7500,375,,,yes,no,20,8700,435,,,YE11,8,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,110,,,yes,no,5,170,340,,,yes,yes,,130,130,,,yes,yes,,110,110,,,yes,yes,,570,570,,,YE11,Wholesaler,7,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,3300,1,,4,yes,2500,5000,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,yes,600,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,no,no,no,no,no,no,,254da8b8-0471-4d60-9043-1ee08dad297d
2019-03-23,YE,Yemen,YE20,Dhamar,YE2007,Wusab As Safil,Mushrafuh market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,20,7500,375,,,yes,no,20,8600,430,,,YE11,9,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,no,5,160,320,,,yes,yes,,130,130,,,yes,yes,,120,120,,,yes,yes,,550,550,,,YE11,Wholesaler,5,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,3200,1,,5,yes,2500,5000,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,yes,590,,yes,dmg_storage move_restriction,0,0,1,1,0,0,,,,,,,,,no,no,no,no,no,no,,abf159a9-5054-4d55-ab15-cd096041139d
2019-03-21,YE,Yemen,YE11,Ibb,YE1118,Al Mashannah,Muthalath Al-Muwaslat,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,1,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,no,5,250,500,,,yes,yes,,100,100,,,yes,no,110,80,72.72727273,,,yes,yes,,450,450,,,YE11,Wholesaler,10,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Water Spring,no,2000,,1,20,yes,10000,20000,Price Inflation Transportation Issues,1,0,0,0,0,0,1,0,0,0,0,yes,580,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,04b4936c-9192-4265-8dc6-36e31c85b754
2019-03-23,YE,Yemen,YE11,Ibb,YE1109,Hazm Al Udayn,Najd Al-Adan,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,7,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash Other,1,0,0,0,1,0,0,1,0,,yes,yes,,120,120,,,yes,no,20,200,100,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,600,600,,,YE11,Wholesaler,7,No Constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,no,no,"For water trucking, residents of the area do not depend on them because they have a water project and water pipes to their homes for nominal prices.",f5220cd9-bed4-43ce-beb4-0fd16d11c846
2019-03-24,YE,Yemen,YE11,Ibb,YE1117,Mudhaykhirah,Qasa Helyan,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,450,450,,,yes,yes,,425,425,,,YE18,2,Price Inflation Transportation Issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,no,5,250,500,,,yes,yes,,100,100,,,yes,no,110,80,72.72727273,,,yes,yes,,400,400,,,YE11,Wholesaler,5,Price Inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,no,no,,762ba90f-6481-4f44-8569-48801f1ad3e3
