date_survey,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,further_comments,_uuid
1/21/2019,YE15,Taizz,YE1515,Al Wazi'iyah,Al Turbah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,310,NaN,,,yes,yes,,325,NaN,,,YE25,1,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,100,106.6666667,,,yes,no,110,120,109.0909091,,,yes,yes,,420,NaN,,,YE24,Vendor,12,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,3500,1,,8,yes,12000,15000,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,yes,525,,8b7ac643-a79d-4d10-93a0-32a8e40ae315
1/21/2019,YE15,Taizz,YE1515,Al Wazi'iyah,Al Turbah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,310,NaN,,,yes,yes,,325,NaN,,,YE25,1,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,100,106.6666667,,,yes,no,5280,3500,66.28787879,,,yes,yes,,420,NaN,,,YE24,,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,9fdcab5b-ee75-4120-9def-fb93abb3367c
1/21/2019,YE15,Taizz,YE1515,Al Wazi'iyah,Al Turbah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,310,NaN,,,yes,yes,,325,NaN,,,YE25,1,Insecurity_and_instability Transportation_issues,0,0,0,1,0,0,1,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,100,106.6666667,,,yes,no,110,100,90.90909091,,,yes,yes,,425,NaN,,,YE24,Wholesaler,1,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,554,,2407abf4-cf5d-435b-aae6-51523142e632
1/23/2019,YE18,Al Hudaydah,YE1802,Alluheyah,Alluheyah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,NaN,,,yes,yes,,450,NaN,,,YE18,4,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,0,0,1,1,1,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,150,NaN,,,yes,yes,75,140,149.3333333,,,yes,yes,,100,NaN,,,yes,yes,,650,NaN,,,YE18,Vendor,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,2300,5,,10,yes,2300,5000,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,530,,6ae376de-fe38-40bc-9184-44e43762785b
1/23/2019,YE18,Al Hudaydah,YE1802,Alluheyah,Alluheyah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,NaN,,,yes,yes,,460,NaN,,,YE18,4,Insecurity_and_instability Government_regulations Transportation_issues,0,0,0,1,0,1,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,150,NaN,,,yes,yes,75,140,149.3333333,,,yes,no,200,220,110,,,yes,yes,,650,NaN,,,YE18,Vendor,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,2400,7,,7,no,,,Insecurity_and_instability Transportation_issues,0,0,0,1,0,0,1,0,0,0,0,yes,340,,4b5acc3f-a0ec-4b32-99ff-35ca09fa1a88
1/23/2019,YE18,Al Hudaydah,YE1802,Alluheyah,Alluheyah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,NaN,,,yes,yes,,460,NaN,,,YE18,3,Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,0,0,0,1,1,1,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,,,yes,yes,,150,NaN,,,yes,yes,75,150,160,,,yes,no,200,220,110,,,yes,yes,,650,NaN,,,YE18,Vendor,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,2500,7,,7,no,,,Insecurity_and_instability Transportation_issues,0,0,0,1,0,0,1,0,0,0,0,yes,540,,13e84675-886e-47ed-85f0-3d89dde21e77
1/24/2019,YE29,Amran,YE2915,Amran,Amran City Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,4,Price_inflation Transportation_issues Other_see_next_question,1,0,0,0,0,0,1,1,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,fdd4363a-a2c1-4bb1-b707-8012c7653fd3
1/20/2019,YE29,Amran,YE2915,Amran,Amran City Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,70,120,137.1428571,,,yes,no,110,100,90.90909091,,,yes,yes,,500,NaN,,,YE23,Wholesaler,2,Price_inflation Transportation_issues Other_see_next_question,1,0,0,0,0,0,1,1,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,500,,2a1b84f2-a30e-473d-8731-45ee3fbe7618
1/20/2019,YE29,Amran,YE2915,Amran,Amran City Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,10,Private,Pumping_Station_or_Borehole,Do_not_know,900,5,,10,yes,9000,12000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,550,,9357ec5a-c739-42fa-aa48-9c7d596c7891
1/20/2019,YE29,Amran,YE2915,Amran,Amran City Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,4,Price_inflation Transportation_issues Other_see_next_question,1,0,0,0,0,0,1,1,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,567e91e9-e3fa-4940-b64d-a101ef6ef495
1/20/2019,YE29,Amran,YE2915,Amran,Amran City Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,yes,yes,70,120,137.1428571,,,yes,no,110,100,90.90909091,,,yes,yes,,500,NaN,,,YE23,Wholesaler,2,Price_inflation Transportation_issues Other_see_next_question,1,0,0,0,0,0,1,1,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,54cefa12-8514-4595-ac4b-c9e013887d76
1/19/2019,YE23,Sana'a,YE2302,Arhab,Arhab University,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,6,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,80,NaN,,,yes,yes,75,150,160,,,yes,yes,,110,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1200,7,,8,yes,8000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,545,,eb1d55f7-fedc-4772-8f5c-6c977e9097e3
1/19/2019,YE23,Sana'a,YE2302,Arhab,Arhab University,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,70,NaN,,,yes,yes,75,150,160,,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1200,7,,8,yes,8000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,545,,65e90bed-ef36-4ea0-b74b-285eecd40f37
1/19/2019,YE23,Sana'a,YE2302,Arhab,Arhab University,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,,,yes,yes,,80,NaN,,,yes,yes,75,140,149.3333333,,,yes,yes,,100,NaN,,,yes,yes,,480,NaN,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1200,7,,8,yes,8000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,545,,6fb2f341-9ed7-4f86-a884-93bad62628ca
1/19/2019,YE23,Sana'a,YE2302,Arhab,Thaiban bait al washar,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,410,NaN,,,YE26,4,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,75,140,149.3333333,,,yes,yes,,120,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,8,Private,Pumping_Station_or_Borehole,no,1500,8,,10,yes,15000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,550,,5b14d172-7fa3-458c-b25c-bc2f742616aa
1/19/2019,YE23,Sana'a,YE2302,Arhab,Thaiban bait al washar,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE26,6,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,75,160,170.6666667,,,yes,yes,,110,NaN,,,yes,yes,,520,NaN,,,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,8,Private,Pumping_Station_or_Borehole,no,1500,8,,10,yes,15000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,550,,5316e574-b436-4e5d-b296-288de445e2e5
1/19/2019,YE23,Sana'a,YE2302,Arhab,Thaiban bait al washar,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,425,NaN,,,YE13,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,75,150,160,,,yes,yes,,110,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,8,Private,Pumping_Station_or_Borehole,no,1500,8,,10,yes,15000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,550,,b7bdd023-b391-4cf6-ab28-16e7f0d858ad
1/23/2019,YE15,Taizz,YE1513,As Silw,Ar Raheda,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,170,181.3333333,,,yes,no,110,80,72.72727273,,,yes,yes,,500,NaN,,,YE15,Wholesaler,2,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,c2a3ece1-3646-47f1-9999-dd8dafbe6586
1/23/2019,YE15,Taizz,YE1513,As Silw,Ar Raheda,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE24,4,Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage,1,0,1,1,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,100,106.6666667,,,yes,yes,,100,NaN,,,yes,yes,,450,NaN,,,YE15,Wholesaler,1,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,4000,5,,10,yes,2000,3000,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,540,,69f874c4-7ca3-45db-9abc-3a09e06817ba
1/23/2019,YE15,Taizz,YE1513,As Silw,Ar Raheda,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE15,3,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,300,320,,,yes,no,110,100,90.90909091,,,yes,yes,,250,NaN,,,YE15,Wholesaler,2,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3.5,Private,Pumping_Station_or_Borehole,no,2300,4,,10,yes,2000,4000,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,yes,550,,fd154956-b1b4-4977-aa83-a3738262d52f
1/23/2019,YE15,Taizz,YE1513,As Silw,Ar Raheda,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE15,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,150,160,,,yes,no,110,80,72.72727273,,,yes,yes,,500,NaN,,,YE15,Wholesaler,2,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2500,4,,5,yes,2500,4000,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,535,,81b0f7f5-7ca2-46af-bf40-60dba1640d65
1/23/2019,YE15,Taizz,YE1513,As Silw,Ar Raheda,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE24,4,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,130,138.6666667,,,yes,no,110,80,72.72727273,,,yes,yes,,300,NaN,,,YE15,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2700,5,,5,yes,3000,,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,550,,f6073bb4-51fc-4b85-93c3-03ba0766d38d
1/23/2019,YE15,Taizz,YE1513,As Silw,Ar Raheda,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE15,3,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,300,320,,,yes,no,110,80,72.72727273,,,yes,yes,,450,NaN,,,YE15,Wholesaler,3,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,79d667a0-9d93-4d8a-886d-2da5f1f9f86b
1/23/2019,YE15,Taizz,YE1513,As Silw,Ar Raheda,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,150,160,,,yes,no,110,100,90.90909091,,,yes,yes,,400,NaN,,,YE15,Wholesaler,,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,eabb8943-697d-44ac-95d3-3e0c2d4f7db2
1/23/2019,YE15,Taizz,YE1513,As Silw,Dimnat khadir,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE15,3,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,300,320,,,yes,yes,,100,NaN,,,yes,yes,,400,NaN,,,YE15,Wholesaler,1,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2700,4,,5,yes,3000,5000,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,550,,60fa3e04-516a-4372-be53-74208d8b6ac8
1/23/2019,YE15,Taizz,YE1513,As Silw,Dimnat Khadir,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE15,4,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,150,160,,,yes,no,110,80,72.72727273,,,yes,yes,,500,NaN,,,YE15,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3.5,Private,Pumping_Station_or_Borehole,no,2300,3,,5,yes,3000,5000,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,540,,a8038912-840c-490b-bdaa-c41cef242273
1/23/2019,YE15,Taizz,YE1513,As Silw,Dimnat Khadir,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE18,4,Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage,1,1,0,1,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,120,128,,,yes,no,110,70,63.63636364,,,yes,yes,,300,NaN,,,YE15,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,3000,5,,5,Do_not_know,,,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,535,,6bdcfac5-46c3-4ce0-bee9-8b1c12976c74
1/23/2019,YE15,Taizz,YE1513,As Silw,Dimnat Khadir,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE18,4,Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage,1,0,1,1,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,170,181.3333333,,,yes,no,110,80,72.72727273,,,yes,yes,,450,NaN,,,YE15,Wholesaler,1,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2650,5,,5,yes,2500,5000,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,yes,550,,848b1651-9442-44e2-b549-1fab78ae962f
1/23/2019,YE15,Taizz,YE1513,As Silw,Dimnat Khadir,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE15,3,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,180,192,,,yes,yes,,60,NaN,,,yes,yes,,400,NaN,,,YE15,Wholesaler,2,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2700,5,,,,,,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,540,,30e75e6e-42a9-4af3-a126-8bd3b51edd26
1/23/2019,YE15,Taizz,YE1513,As Silw,Dimnat Khadir,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,NaN,,,yes,yes,,340,NaN,,,YE15,3,Price_inflation Liquidity_shortage Supply_shortage,1,1,0,0,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,300,320,,,yes,no,110,100,90.90909091,,,yes,yes,,300,NaN,,,YE15,Wholesaler,2,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2500,4,,,,,,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,550,,393d6638-a6b6-452a-a22c-9df93e28c2d2
