start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_diesel_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,note_exchange_rate,further_comments,_uuid,_submission_time,_index
2019-01-23T15:10:07.523+03:00,2019-01-23T15:13:44.010+03:00,2019-01-23,ee.humanitarianresponse.info:paoaDjr0CVTeiwJk,2019-01-22,???? ????,TYF,,YE18,Al Hudaydah,YE1824,Zabid,??? ???????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,NaN,0,,no,,,,,0,,YE18,,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,,no,,,,,0,,yes,yes,100,150,120,120,,yes,yes,,130,NaN,130,,yes,yes,,370,NaN,370,,YE18,Vendor,,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,9e41486a-bfde-427d-83c1-3d9ffb1b622b,2019-01-23T12:13:44,103
2019-01-23T15:13:45.436+03:00,2019-01-23T15:17:13.537+03:00,2019-01-23,ee.humanitarianresponse.info:paoaDjr0CVTeiwJk,2019-01-22,????,TYF,,YE18,Al Hudaydah,YE1824,Zabid,??? ???????2,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,NaN,0,,no,,,,,0,,YE18,,Price_inflation Transportation_issues Vendor_did_not_answer,1,0,0,0,0,0,1,0,0,0,1,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,,no,,,,,0,,yes,yes,100,130,104,104,,yes,yes,,130,NaN,130,,yes,yes,,370,NaN,370,,YE18,Vendor,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,570,,,4f157a53-4432-4f6d-ab49-21f420295232,2019-01-23T12:17:15,104
2019-01-23T15:17:16.903+03:00,2019-01-23T15:21:10.817+03:00,2019-01-23,ee.humanitarianresponse.info:paoaDjr0CVTeiwJk,2019-01-22,????,TYF,,YE18,Al Hudaydah,YE1824,Zabid,??? ??????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,NaN,0,,no,,,,,0,,YE18,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,,no,,,,,0,,yes,yes,100,140,112,112,,yes,yes,,140,NaN,140,,yes,no,1,380,3800,3800,,YE18,Vendor,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,570,,,1ca0625c-e8ce-411c-9cdb-ad99aea19b4b,2019-01-23T12:21:12,105
2019-01-23T15:21:13.706+03:00,2019-01-23T15:25:33.442+03:00,2019-01-23,ee.humanitarianresponse.info:paoaDjr0CVTeiwJk,2019-01-22,????,TYF,,YE18,Al Hudaydah,YE1824,Zabid,?????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,NaN,0,,no,,,,,0,,YE18,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,,no,,,,,0,,yes,yes,100,140,112,112,,yes,yes,,140,NaN,140,,yes,no,1,400,4000,4000,,YE18,Vendor,,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,570,,,49d76bdd-bb58-4de0-bffe-12ccc403eddb,2019-01-23T12:25:35,106
2019-01-23T14:59:50.772+03:00,2019-01-23T15:28:02.584+03:00,2019-01-23,ee.humanitarianresponse.info:7ao9U4dfY79920Ul,2019-01-23,???,DRC,,YE21,Shabwah,YE2114,Habban,?????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,255,NaN,265,,yes,yes,,265,NaN,265,,YE19,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,NaN,100,,no,,,,,0,,yes,yes,80,150,150,150,,yes,yes,,100,NaN,100,,yes,yes,,550,NaN,550,,YE21,Vendor,1,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Credit,0,0,0,0,1,0,0,0,0,,2.5,Private,Pumping_Station_or_Borehole,no,2900,7,,10,yes,10000,0,Liquidity_shortage Shortage_of_demand,0,1,1,0,0,0,0,0,0,0,0,yes,580,,??????? ?????? ????? ????? 10 ????,fd3640a9-1314-4112-ba83-b5b5a291efbc,2019-01-23T12:28:10,107
2019-01-23T15:25:37.346+03:00,2019-01-23T15:29:37.287+03:00,2019-01-23,ee.humanitarianresponse.info:paoaDjr0CVTeiwJk,2019-01-22,????,TYF,,YE18,Al Hudaydah,YE1824,Zabid,??? ?????(???????),Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,NaN,0,,no,,,,,0,,YE18,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,,no,,,,,0,,yes,yes,100,150,120,120,,yes,yes,,140,NaN,140,,yes,no,1,400,4000,4000,,YE18,Vendor,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,570,,,82272625-e402-40cc-9bba-8056742bd4f3,2019-01-23T12:29:39,108
2019-01-23T15:29:40.922+03:00,2019-01-23T15:32:08.100+03:00,2019-01-23,ee.humanitarianresponse.info:paoaDjr0CVTeiwJk,2019-01-22,????,TYF,,YE18,Al Hudaydah,YE1824,Zabid,??? ????????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,NaN,0,,no,,,,,0,,YE18,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,,no,,,,,0,,yes,yes,100,150,120,120,,yes,yes,,140,NaN,140,,yes,no,1,400,4000,4000,,YE18,Vendor,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,570,,,11f8780d-14c4-4fb8-b530-7ca5e231923e,2019-01-23T12:32:08,109
2019-01-23T15:32:09.708+03:00,2019-01-23T15:34:57.294+03:00,2019-01-23,ee.humanitarianresponse.info:paoaDjr0CVTeiwJk,2019-01-22,??? ???????,TYF,,YE18,Al Hudaydah,YE1824,Zabid,??? ???????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,0,,no,,,,,0,,YE18,,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,,no,,,,,0,,yes,yes,100,110,88,88,,yes,yes,,110,NaN,110,,yes,no,1,350,3500,3500,,YE18,Vendor,,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,570,,,5faf808d-b2a8-4786-aaad-0e9e46c75d14,2019-01-23T12:35:00,110
2019-01-23T15:01:06.342+03:00,2019-01-23T15:48:23.513+03:00,2019-01-23,ee.humanitarianresponse.info:SqywqbOq3a8O4jkI,2019-01-23,????,DRC,,YE21,Shabwah,YE2113,Ataq,???,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,315,NaN,315,,yes,yes,,315,NaN,315,,YE19,3,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash Mobile_money Credit,1,1,0,0,1,0,0,0,0,,yes,yes,,100,NaN,100,,yes,yes,,100,NaN,100,,yes,yes,80,130,130,130,,yes,no,110,130,118.1818182,118.1818182,,yes,yes,,550,NaN,550,,YE21,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1420,7,,10,yes,10000,12000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,551,,,15a99623-3edf-4cf1-b077-970f5e4c3300,2019-01-23T12:48:30,111
2019-01-23T15:02:51.568+03:00,2019-01-23T15:54:39.429+03:00,2019-01-23,ee.humanitarianresponse.info:dqe6eGehmlTEwkAq,2019-01-23,????,DRC,,YE21,Shabwah,YE2114,Habban,??? ?????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,310,NaN,310,,yes,yes,,310,NaN,310,,YE19,4,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,NaN,100,,no,,,,,0,,yes,yes,80,130,130,130,,yes,yes,,120,NaN,120,,yes,yes,,500,NaN,500,,YE21,Vendor,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Public,Pumping_Station_or_Borehole,no,2750,3,,6,yes,15000,17000,Liquidity_shortage Shortage_of_demand,0,1,1,0,0,0,0,0,0,0,0,yes,560,,,c04c42f9-f555-4234-b360-c4a2e3b3a2b0,2019-01-23T12:54:41,112
2019-01-23T14:54:19.208+03:00,2019-01-23T15:54:36.799+03:00,2019-01-23,ee.humanitarianresponse.info:mSMq0RVpBgGQY1NU,2019-01-23,Mert,DRC,,YE21,Shabwah,YE2113,Ataq,???,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,315,NaN,315,,yes,yes,,315,NaN,315,,YE19,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,no,,,,,0,,yes,yes,80,150,150,150,,yes,no,110,150,136.3636364,136.3636364,,yes,yes,,550,NaN,550,,YE21,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6.8,Private,Pumping_Station_or_Borehole,no,1175,12,,15,yes,9000,110000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,560,,,163d4eaf-c353-49fe-a56d-be5e8ade026c,2019-01-23T12:54:43,113
2019-01-23T14:57:02.401+03:00,2019-01-23T15:54:32.351+03:00,2019-01-23,ee.humanitarianresponse.info:8XCeBGDx37EAiUbI,2019-01-23,Samah,DRC,,YE21,Shabwah,YE2113,Ataq,Ataq,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,315,NaN,315,,yes,yes,,315,NaN,315,,YE19,2,Price_inflation Liquidity_shortage Supply_shortage,1,1,0,0,1,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,NaN,100,,no,,,,,0,,yes,yes,80,100,100,100,,yes,no,110,150,136.3636364,136.3636364,,yes,yes,,600,NaN,600,,YE21,Wholesaler,1,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,1600,10,,11,no,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,550,,,6d9e9c39-c0bc-4604-b362-a990aa41f643,2019-01-23T12:54:44,114
2019-01-23T15:00:31.671+03:00,2019-01-23T15:54:51.886+03:00,2019-01-23,ee.humanitarianresponse.info:OWowPIZSl6o9FicH,2019-01-23,Alanood,DRC,,YE21,Shabwah,YE2114,Habban,?????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,260,NaN,275,,yes,yes,,275,NaN,275,,YE19,7,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,NaN,100,,no,,,,,0,,yes,yes,80,130,130,130,,yes,yes,,120,NaN,120,,yes,yes,,700,NaN,700,,YE21,Vendor,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Public,Pumping_Station_or_Borehole,no,3000,3,,4,yes,0,0,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,no,,,????? ???? ??? ????? ??? ??? ????? ????? ( ?? ????? ??? ????????? ???? ??? ????? ??? ??????? ?? ?????? ?? ??????????? ?????? ) ? ???? ??????? ?????? ?????? ?????? ???? ?????? ??? ?????? ?? ??????? ?? ????? 5 ?? ??? ??? ???? ???? ??????? ???? ???? ????? ????? ??????. ? ????? 5?? ????? 12000 ????,650485a9-eec0-42da-a667-36a0084e8720,2019-01-23T12:54:56,115
2019-01-23T16:35:30.137+03:00,2019-01-23T18:00:44.709+03:00,2019-01-23,ee.humanitarianresponse.info:pIAIJFcrRkArhfxL,2019-01-22,??????? ????,ROC,,YE32,Socotra,YE3201,Hidaybu,?????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,NaN,290,,yes,yes,,290,NaN,290,,YE24,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,yes,yes,,100,NaN,100,,yes,yes,100,120,96,96,,yes,yes,,110,NaN,110,,yes,yes,,600,NaN,600,,YE19,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,1000,3,,3,no,,,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,510,,,cf363ad9-e981-4eea-93b5-32ef1e8409f4,2019-01-23T15:00:46,116
2019-01-23T18:00:46.018+03:00,2019-01-23T18:20:18.862+03:00,2019-01-23,ee.humanitarianresponse.info:pIAIJFcrRkArhfxL,2019-01-22,??????? ????,ROC,,YE32,Socotra,YE3201,Hidaybu,?????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,230,NaN,310,,yes,yes,,310,NaN,310,,YE24,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,130,,yes,yes,,120,NaN,120,,yes,yes,100,100,80,80,,yes,yes,,100,NaN,100,,yes,yes,,600,NaN,600,,YE19,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,yes,1300,4,,4,yes,8000,12500,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,520,,,d9459955-9617-4698-a638-a33d878ba51d,2019-01-23T15:20:20,117
2019-01-23T18:20:19.889+03:00,2019-01-23T18:35:30.412+03:00,2019-01-23,ee.humanitarianresponse.info:pIAIJFcrRkArhfxL,2019-01-22,??????? ????,ROC,,YE32,Socotra,YE3201,Hidaybu,?????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,250,NaN,300,,yes,yes,,300,NaN,300,,YE24,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,yes,yes,,130,NaN,130,,yes,yes,100,145,116,116,,yes,yes,,115,NaN,115,,yes,yes,,580,NaN,580,,YE19,Wholesaler,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,1200,3,,3,yes,8500,10000,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,520,,,ec9e0261-a903-4678-946a-b21b528c318d,2019-01-23T15:35:31,118
2019-01-23T19:02:44.794+03:00,2019-01-23T19:24:12.256+03:00,2019-01-23,ee.humanitarianresponse.info:XGgAwlzS0XlKTwTI,2019-01-23,Suhail,B4D,,YE13,Amanat Al Asimah,YE1306,Al Wahdah,AL Mokhtar,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,410,,yes,yes,,410,NaN,410,,YE18,10,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,yes,yes,,450,NaN,450,,yes,yes,85,200,188.2352941,188.2352941,,yes,no,700,500,71.42857143,71.42857143,,yes,no,8,600,750,750,,Do_not_know,Do_not_know,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,18,Private,Pumping_Station_or_Borehole,no,388,2,,7,yes,500,800,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,560,,,a77fe33f-8bec-4fbd-9701-420695d3dca3,2019-01-23T16:24:19,119
2019-01-23T19:24:22.048+03:00,2019-01-23T19:38:19.100+03:00,2019-01-23,ee.humanitarianresponse.info:XGgAwlzS0XlKTwTI,2019-01-23,Suhail,B4D,,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Safer,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,410,,yes,yes,,410,NaN,410,,YE18,,Do_not_know,0,0,0,0,0,0,0,0,1,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,110,,yes,yes,,450,NaN,450,,yes,yes,85,190,178.8235294,178.8235294,,no,,,,,0,,yes,yes,,750,NaN,750,,YE18,Wholesaler,17,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,18,Public,Pumping_Station_or_Borehole,yes,550,4,,10,yes,300,,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,yes,560,,,60cd1460-35cf-4313-ad3d-e8bbe201c590,2019-01-23T16:38:20,120
2019-01-23T19:38:23.286+03:00,2019-01-23T19:49:10.231+03:00,2019-01-23,ee.humanitarianresponse.info:XGgAwlzS0XlKTwTI,2019-01-23,Suhail,B4D,,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Al habal,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,410,,yes,yes,,410,NaN,410,,YE18,13,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,no,,,,,0,,yes,yes,85,180,169.4117647,169.4117647,,yes,yes,,120,NaN,120,,yes,no,8,600,750,750,,YE23,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,18,Public,Pumping_Station_or_Borehole,Do_not_know,333,4,,8,yes,400,800,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,560,,,777ae924-05c9-4421-abe9-e6554c9dad4f,2019-01-23T16:49:14,121
2019-01-23T19:55:18.958+03:00,2019-01-23T19:59:38.950+03:00,2019-01-23,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,2019-01-22,?????,YSD,,YE23,Sana'a,YE2304,Bani Hushaysh,???????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,410,,yes,yes,,410,NaN,410,,YE18,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,110,,yes,yes,,80,NaN,80,,yes,yes,75,140,149.3333333,149.3333333,,yes,yes,,120,NaN,120,,yes,yes,,500,NaN,500,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,7,Private,Pumping_Station_or_Borehole,no,1300,6,,8,yes,11000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,568,,,ac924c80-a2eb-425a-96e0-eee097a226a8,2019-01-23T16:59:52,122
2019-01-23T19:58:01.979+03:00,2019-01-23T20:06:23.444+03:00,2019-01-23,ee.humanitarianresponse.info:Gn1kbJ9ZIBahbYEb,2019-01-23,??? ?????? ???????,NFHD,,YE13,Amanat Al Asimah,YE1309,Ath'thaorah,????? ???????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,410,,yes,yes,,410,NaN,410,,Vendor_did_not_answer,3,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,yes,yes,,300,NaN,300,,yes,yes,75,150,160,160,,yes,yes,,100,NaN,100,,yes,yes,,450,NaN,450,,YE13,Wholesaler,1,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,Do_not_know,1800,1,,2,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,552,,,263a942e-3ab0-4ffd-910b-b9d59b460a64,2019-01-23T17:06:13,123
2019-01-23T19:59:53.661+03:00,2019-01-23T20:07:40.223+03:00,2019-01-23,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,2019-01-22,?????,YSD,,YE23,Sana'a,YE2304,Bani Hushaysh,???????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,410,,yes,yes,,410,NaN,410,,YE18,6,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,yes,yes,,60,NaN,60,,yes,yes,75,140,149.3333333,149.3333333,,yes,yes,,100,NaN,100,,yes,yes,,500,NaN,500,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,7,Private,Pumping_Station_or_Borehole,no,1300,6,,8,yes,11000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,568,,,1c800d77-67e1-4c90-ba13-39f758e79c36,2019-01-23T17:07:51,124
2019-01-23T20:38:17.484+03:00,2019-01-23T20:48:34.647+03:00,2019-01-23,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,2019-01-23,????,YSD,,YE23,Sana'a,YE2301,Hamdan,???,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,410,,yes,yes,,410,NaN,410,,YE18,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,,yes,yes,,50,NaN,50,,yes,yes,75,150,160,160,,yes,yes,,100,NaN,100,,yes,yes,,500,NaN,500,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,800,5,,8,yes,6000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,565,,,5e855fa1-45aa-425c-8e90-4e97d5643ace,2019-01-23T17:48:49,125
