start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,note_exchange_rate,further_comments,__version__,_id,_uuid,_submission_time,_validation_status,_index
2018-12-16T10:14:47.769+03:00,2018-12-16T10:37:22.334+03:00,2018-12-16,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-15,????,NFDHR,,YE22,YE2209,??? ???????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,,,yes,yes,,500,NaN,,,YE22,6,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations,1,1,1,1,1,1,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,165,NaN,,,yes,no,2000,10500,52.5,,,yes,yes,100,150,,,,yes,yes,,120,NaN,,,yes,yes,,550,NaN,,,YE22,Wholesaler,6,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,,Other,no,1000,4,,6,yes,7000,1000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,490,,,v2ZtbFxdMLUeS6K3smMjSx,43616453,edb8ef86-56e9-4ed1-b78b-e9e68b3e16da,2018-12-16T07:37:26,,68
2018-12-16T10:31:46.072+03:00,2018-12-16T10:48:44.617+03:00,2018-12-16,ee.humanitarianresponse.info:vyfQZwVuUPTbSFPW,2018-12-09,???,OCFD,,YE22,YE2205,?????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,,,yes,yes,,500,NaN,,,YE22,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,70,150,,,,yes,yes,,150,NaN,,,yes,yes,,650,NaN,,,YE22,Wholesaler,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Water_Spring,no,1500,8,,50,yes,3000,6000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,500,,,v2ZtbFxdMLUeS6K3smMjSx,43616992,72ec9fdb-8f20-4ac8-9365-80d6ef8b2daf,2018-12-16T07:48:44,,69
2018-12-16T10:37:25.504+03:00,2018-12-16T11:01:42.454+03:00,2018-12-16,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-15,????,NFDHR,,YE22,YE2209,??? ???????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,,,yes,yes,,520,NaN,,,YE22,7,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations,1,1,1,1,1,1,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,170,NaN,,,yes,no,2000,11000,55,,,yes,yes,100,160,,,,yes,yes,,120,NaN,,,yes,yes,,550,NaN,,,YE22,Wholesaler,5,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations,1,1,1,1,1,1,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,5000,4,,10,yes,7000,10000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,495,,,v2ZtbFxdMLUeS6K3smMjSx,43617625,38a0ca45-dfbd-4063-832d-89f52a4a0365,2018-12-16T08:01:47,,70
2018-12-16T10:54:55.435+03:00,2018-12-16T11:02:16.230+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,,no,,,,,,,YE24,2,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,130,NaN,,,yes,yes,,100,NaN,,,yes,yes,80,150,,,,yes,yes,,80,NaN,,,yes,yes,,800,NaN,,,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43617640,e51647c8-fd9e-4885-a14f-8f04409e4246,2018-12-16T08:02:20,,71
2018-12-16T11:02:20.562+03:00,2018-12-16T11:06:24.652+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,350,NaN,,,YE19,,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,150,NaN,,,yes,yes,80,130,,,,yes,yes,,100,NaN,,,yes,yes,,600,NaN,,,YE12,,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,530,,,v2ZtbFxdMLUeS6K3smMjSx,43617737,eae93f47-9ecd-40e8-9b4a-04c0df494a68,2018-12-16T08:06:29,,72
2018-12-16T11:01:46.604+03:00,2018-12-16T11:09:24.466+03:00,2018-12-16,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-15,??? ??????,NFDHR,,YE22,YE2209,?????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,520,NaN,,,yes,yes,,550,NaN,,,YE22,6,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations,1,1,1,1,1,1,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,no,2000,11500,57.5,,,yes,yes,100,160,,,,yes,yes,,120,NaN,,,yes,yes,,560,NaN,,,YE22,Wholesaler,6,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Other,no,1300,3,,7,yes,7000,9000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,1,1,1,1,1,1,0,0,0,0,yes,490,,,v2ZtbFxdMLUeS6K3smMjSx,43617801,90134136-9489-439a-8721-e75a44cc7794,2018-12-16T08:09:29,,73
2018-12-16T11:01:42.085+03:00,2018-12-16T11:10:30.094+03:00,2018-12-16,ee.humanitarianresponse.info:Gn1kbJ9ZIBahbYEb,2018-12-16,????????? ???????,NFHD,,YE13,YE1309,????? ?????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,395,NaN,,,yes,yes,,445,NaN,,,Vendor_did_not_answer,2,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,300,NaN,,,yes,yes,75,150,,,,yes,yes,,100,NaN,,,yes,yes,,550,NaN,,,YE13,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,yes,1700,1,,2,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,500,,,v2ZtbFxdMLUeS6K3smMjSx,43617820,1b194776-213d-4c3e-9710-c77038cbda9d,2018-12-16T08:10:19,,74
2018-12-16T11:10:32.214+03:00,2018-12-16T11:14:27.732+03:00,2018-12-16,ee.humanitarianresponse.info:Gn1kbJ9ZIBahbYEb,2018-12-16,????????? ???????,NFHD,,YE13,YE1309,????? ???????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,395,NaN,,,yes,yes,,445,NaN,,,Do_not_know,3,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,280,NaN,,,yes,yes,75,150,,,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,Do_not_know,1800,2,,2,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,500,,,v2ZtbFxdMLUeS6K3smMjSx,43618121,e33f5692-1658-4a2b-88ef-25d268b563f1,2018-12-16T08:14:16,,75
2018-12-16T11:11:52.657+03:00,2018-12-16T11:14:19.443+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,????,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,120,NaN,,,no,,,,,,,yes,yes,80,400,,,,yes,yes,,100,NaN,,,yes,yes,,650,NaN,,,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43618124,27e18aea-ffe1-42db-95bf-af0534876621,2018-12-16T08:14:23,,76
2018-12-16T11:14:22.653+03:00,2018-12-16T11:18:36.953+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,??????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,no,,,,,,,YE19,,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,130,NaN,,,yes,yes,,100,NaN,,,yes,yes,80,130,,,,yes,yes,,70,NaN,,,yes,yes,,600,NaN,,,YE12,Wholesaler,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43618324,6ac91f3e-638d-4e0f-ab73-94018ca52033,2018-12-16T08:18:41,,77
2018-12-16T11:14:29.485+03:00,2018-12-16T11:18:54.059+03:00,2018-12-16,ee.humanitarianresponse.info:Gn1kbJ9ZIBahbYEb,2018-12-16,????????? ???????,NFHD,,YE13,YE1309,????? ???????,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,395,NaN,,,yes,yes,,445,NaN,,,YE18,3,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,300,NaN,,,yes,yes,75,150,,,,yes,yes,,100,NaN,,,yes,yes,,550,NaN,,,YE13,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,Do_not_know,1800,2,,3,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,495,,,v2ZtbFxdMLUeS6K3smMjSx,43618325,1c0c6b07-e593-4a00-8af5-1ac11b6064c6,2018-12-16T08:18:43,,78
2018-12-16T11:18:42.713+03:00,2018-12-16T11:21:07.812+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,??????,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,100,NaN,,,yes,yes,80,130,,,,yes,yes,,80,NaN,,,yes,yes,,550,NaN,,,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43618433,27e94d77-3886-4467-9e60-10b1675d74ce,2018-12-16T08:21:14,,79
2018-12-16T11:21:15.122+03:00,2018-12-16T11:25:06.539+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,???????,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,80,NaN,,,yes,yes,480,150,,,,yes,yes,,80,NaN,,,yes,yes,,550,NaN,,,YE12,Wholesaler,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43618629,67d322c2-4c5f-4eac-9a6c-d1061c6c3bfd,2018-12-16T08:25:12,,80
2018-12-16T11:18:56.213+03:00,2018-12-16T11:26:30.163+03:00,2018-12-16,ee.humanitarianresponse.info:Gn1kbJ9ZIBahbYEb,2018-12-16,????? ????,NFHD,,YE23,YE2312,????? ????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,395,NaN,,,yes,yes,,445,NaN,,,Vendor_did_not_answer,4,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,75,150,,,,yes,yes,,100,NaN,,,yes,yes,,570,NaN,,,YE23,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2000,3,,3,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,510,,,v2ZtbFxdMLUeS6K3smMjSx,43618657,af5b4edd-54cc-4034-a14a-58ff7e21d307,2018-12-16T08:26:19,,81
2018-12-16T11:25:17.167+03:00,2018-12-16T11:27:30.025+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,???????,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,,,yes,yes,,150,NaN,,,yes,yes,80,120,,,,yes,yes,,80,NaN,,,yes,yes,,500,NaN,,,YE12,Wholesaler,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43618690,39825b16-4107-4036-b417-e64d4abbde53,2018-12-16T08:27:36,,82
2018-12-16T11:09:28.149+03:00,2018-12-16T11:28:25.792+03:00,2018-12-16,ee.humanitarianresponse.info:5F8ARS0tZiu37H7Z,2018-12-14,?????,NFDHR,,YE22,YE2209,??? ?????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,520,NaN,,,yes,yes,,570,NaN,,,YE22,7,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,180,NaN,,,yes,no,2000,11000,55,,,yes,yes,100,160,,,,yes,yes,,110,NaN,,,yes,yes,,580,NaN,,,YE22,,8,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Other,no,1300,2,,5,yes,7000,10000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,940,,,v2ZtbFxdMLUeS6K3smMjSx,43618715,373ce233-561b-4ce6-8493-c3bbfb64f03c,2018-12-16T08:28:29,,83
2018-12-16T11:27:36.404+03:00,2018-12-16T11:29:53.289+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,???????,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,80,NaN,,,yes,yes,80,150,,,,yes,yes,,150,NaN,,,yes,yes,,650,NaN,,,YE12,Wholesaler,15,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43618746,4184796e-f6f7-4b3d-b47c-6fd2f586d288,2018-12-16T08:29:59,,84
2018-12-16T11:26:32.709+03:00,2018-12-16T11:30:50.402+03:00,2018-12-16,ee.humanitarianresponse.info:Gn1kbJ9ZIBahbYEb,2018-12-16,????? ????,NFHD,,YE23,YE2312,?????????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,395,NaN,,,yes,yes,,445,NaN,,,YE18,5,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,75,150,,,,yes,yes,,100,NaN,,,yes,yes,,600,NaN,,,YE23,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2000,2,,3,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,500,,,v2ZtbFxdMLUeS6K3smMjSx,43618777,3c8764b4-7783-47dc-94d7-53e8b74b1c33,2018-12-16T08:30:40,,85
2018-12-16T11:33:32.225+03:00,2018-12-16T11:35:36.267+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,?????,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,750,NaN,,,yes,yes,80,120,,,,yes,yes,,80,NaN,,,yes,yes,,500,NaN,,,YE24,Wholesaler,7,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43618917,6b46e3eb-891f-4db9-a8f1-f07ad665bddf,2018-12-16T08:35:39,,86
2018-12-16T11:35:40.496+03:00,2018-12-16T11:37:36.060+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,?????,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,yes,yes,80,150,,,,yes,yes,,100,NaN,,,yes,yes,,550,NaN,,,YE12,Wholesaler,7,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43618958,2a8b5a03-c33b-4042-b4db-898538591913,2018-12-16T08:37:38,,87
2018-12-16T11:37:40.977+03:00,2018-12-16T11:40:32.548+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,?????,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,,no,,,,,,,Do_not_know,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,yes,yes,,150,NaN,,,yes,yes,80,150,,,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,YE12,,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43619021,d5a4d57b-3d7d-4d28-afb9-96b913eb9df0,2018-12-16T08:40:40,,88
2018-12-16T11:40:41.256+03:00,2018-12-16T11:43:01.694+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,?????,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,80,NaN,,,yes,yes,80,120,,,,yes,yes,,80,NaN,,,yes,yes,,500,NaN,,,YE12,Wholesaler,30,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43619107,eb2cd458-b002-4863-afbc-28e89897454f,2018-12-16T08:43:06,,89
2018-12-16T11:43:06.471+03:00,2018-12-16T11:45:03.002+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,?????,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,200,NaN,,,yes,yes,80,100,,,,yes,yes,,80,NaN,,,yes,yes,,400,NaN,,,YE24,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43619163,ff0f5de9-30fe-4cfa-9b4c-380aefbdcde2,2018-12-16T08:45:07,,90
2018-12-16T11:45:06.985+03:00,2018-12-16T11:47:24.119+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,?????,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,130,NaN,,,yes,yes,,100,NaN,,,yes,yes,80,150,,,,yes,yes,,150,NaN,,,yes,yes,,500,NaN,,,YE12,,15,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43619310,bb566a77-3d77-46fb-b82f-069fea73e26a,2018-12-16T08:47:29,,91
2018-12-16T11:47:29.313+03:00,2018-12-16T11:49:36.073+03:00,2018-12-16,ee.humanitarianresponse.info:K5ms7VV3tAEt7Shc,2018-12-13,?????,Other,Tyf,YE12,YE1211,?????,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,yes,yes,80,150,,,,yes,yes,,80,NaN,,,yes,yes,,500,NaN,,,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,v2ZtbFxdMLUeS6K3smMjSx,43619379,877e6322-8ef8-4611-b51b-92f343904155,2018-12-16T08:49:43,,92
