date_survey,enumerator_id,select_one_organisation_name,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,_uuid
11/24/2018,Mohammed,NFDHR,YE23,YE2305,Al Hendwanah,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,YE13,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,yes,yes,,100,NaN,100,yes,yes,100,120,96,96,yes,yes,,140,NaN,140,yes,yes,,700,NaN,700,YE13,Wholesaler,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,1,1,1,1,1,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,1200,2,,3,yes,9500,14500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,545,fafe12b1-6452-4a5e-b172-d6b3a374cb93
11/24/2018,Adel,NFDHR,YE23,YE2307,Al Sabaha,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,510,NaN,510,yes,yes,,550,NaN,550,YE13,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,yes,yes,,100,NaN,100,yes,yes,100,140,112,112,yes,yes,,120,NaN,120,yes,yes,,600,NaN,600,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,yes,850,1,,4,yes,9500,14500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations,1,1,1,1,1,1,0,0,0,0,0,yes,550,d08109d7-80aa-4205-9899-ef76db35964e
11/23/2018,Adel,NFDHR,YE23,YE2307,Al Sabaha,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,YE13,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,130,yes,yes,,100,NaN,100,yes,yes,100,120,96,96,yes,yes,,100,NaN,100,yes,yes,,200,NaN,200,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash Mobile_money Credit_debit_Card,1,1,1,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,yes,900,1,,5,yes,9000,13500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,545,349018b6-6ec7-47a2-84f1-442f48e9cfc8
11/23/2018,Adel,NFDHR,YE23,YE2307,Al Sabaha,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,YE13,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,yes,yes,,100,NaN,100,yes,yes,100,120,96,96,yes,yes,,120,NaN,120,yes,yes,,600,NaN,600,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,5000,1,,3,yes,9500,14500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,550,6e4b135e-7db6-432f-89c3-90cfb723d92b
11/25/2018,Adel,NFDHR,YE23,YE2307,Matnah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,YE13,7,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,yes,yes,,100,NaN,100,yes,yes,100,130,104,104,yes,yes,,120,NaN,120,yes,yes,,550,NaN,550,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,900,3,,5,yes,9500,14500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,540,4ddcf2d6-d98f-4d1e-9867-ca294cd19010
11/25/2018,Adel,NFDHR,YE23,YE2307,Matnah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,YE13,4,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,110,yes,yes,,100,NaN,100,yes,yes,100,120,96,96,yes,yes,,110,NaN,110,yes,yes,,650,NaN,650,YE13,Wholesaler,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,1,1,1,1,1,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,850,1,,5,yes,13000,17000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,540,2fbf743b-2451-4c7a-b298-fd1b55e072da
11/25/2018,Adel,NFDHR,YE23,YE2307,Matnah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,YE13,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage,1,1,1,1,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,yes,yes,,120,NaN,120,yes,yes,100,130,104,104,yes,yes,,100,NaN,100,yes,yes,,600,NaN,600,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,,1000,1,,5,yes,10000,15000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,545,81580090-3b0b-493b-9cbd-e387bf6ae180
11/28/2018,Abd Al Rahman Al Hmani,NFHD,YE13,YE1309,Al Samee'ie shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,YE13,4,Supply_shortage Transportation_issues,0,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,yes,yes,,300,NaN,300,yes,yes,75,150,160,160,yes,yes,,110,NaN,110,yes,yes,,500,NaN,500,YE13,Wholesaler,1,Supply_shortage Transportation_issues,0,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,Do_not_know,1600,2,,3,no,,,Supply_shortage Transportation_issues,0,0,0,0,1,0,1,0,0,0,0,yes,590,54509076-68e3-482a-a87f-a2df80704f57
11/28/2018,Abd Al Rahman Al Hmani,NFHD,YE13,YE1309,Al Mentab shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,Vendor_did_not_answer,4,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,yes,yes,,320,NaN,320,yes,yes,75,140,149.3333333,149.3333333,yes,yes,,100,NaN,100,yes,yes,,500,NaN,500,YE13,Wholesaler,1,Liquidity_shortage Supply_shortage Transportation_issues,0,1,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,Do_not_know,1600,3,,,Do_not_know,,,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,yes,505,02c8d374-e8f7-487b-9d26-f8be6c73b1d1
11/28/2018,Abd Al Rahman Al Hmani,NFHD,YE13,YE1309,Jamaher shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,YE18,3,Liquidity_shortage Supply_shortage Transportation_issues,0,1,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,yes,yes,,300,NaN,300,yes,yes,75,160,170.6666667,170.6666667,yes,yes,,100,NaN,100,yes,yes,,570,NaN,570,YE13,Wholesaler,1,Supply_shortage Transportation_issues,0,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,yes,1700,2,,3,no,,,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,yes,490,255b6605-9baf-435e-b45e-ea0d8db66269
11/28/2018,Mohammed Al Nahmi,NFHD,YE17,YE1726,Al Aman shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,Vendor_did_not_answer,4,Liquidity_shortage Supply_shortage Transportation_issues,0,1,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,no,,,,,,yes,yes,75,170,181.3333333,181.3333333,yes,yes,,130,NaN,130,yes,yes,,600,NaN,600,YE17,Wholesaler,1,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Public,Pumping_Station_or_Borehole,no,1500,7,,10,no,,,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,yes,525,2848113c-473d-4784-9050-32980998b562
11/28/2018,Mohammed Al Nahmi,NFHD,YE17,YE1726,Al Taweel shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,Vendor_did_not_answer,5,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,no,,,,,,yes,yes,75,150,160,160,yes,yes,,110,NaN,110,yes,yes,,600,NaN,600,YE17,Wholesaler,1,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Public,Pumping_Station_or_Borehole,no,1500,8,,10,no,,,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,510,32510677-9c88-4408-8f4b-a3fc16313be2
11/28/2018,Mohammed Al Nahmi,NFHD,YE17,YE1726,Al Nahmi Shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,Vendor_did_not_answer,5,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,no,,,,,,yes,yes,75,170,181.3333333,181.3333333,yes,yes,,120,NaN,120,yes,yes,,600,NaN,600,YE17,Wholesaler,1,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Public,Pumping_Station_or_Borehole,no,1500,8,,10,no,,,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,yes,520,3e218d01-fddc-49fd-959d-c393338c4801
11/28/2018,Abd Al Salam Al Awjari,NFHD,YE20,YE2008,Thamar Market Al Samhari Shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,Vendor_did_not_answer,4,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,110,no,,,,,,yes,yes,75,120,128,128,yes,yes,,120,NaN,120,yes,yes,,570,NaN,570,YE20,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,Do_not_know,2600,3,,3,no,,,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,yes,500,736b2115-05ce-4086-a21c-0289d3bf994e
11/28/2018,Abd Al Salam Al Awjari,NFHD,YE20,YE2008,Thamar Market Al Washli Shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,Vendor_did_not_answer,3,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,yes,yes,,500,NaN,500,yes,yes,75,170,181.3333333,181.3333333,yes,yes,,130,NaN,130,yes,yes,,550,NaN,550,YE20,Wholesaler,1,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,Do_not_know,2500,3,,3,,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,510,7d4e325f-6546-4dfc-8b75-d9e564fd4cfd
11/28/2018,Abd Al Salam Al Awjari,NFHD,YE20,YE2008,Thamar Market Sharhan Shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,Vendor_did_not_answer,3,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,yes,yes,,480,NaN,480,yes,yes,75,150,160,160,yes,yes,,120,NaN,120,yes,yes,,600,NaN,600,YE20,,1,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2400,,,3,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,500,50412e7e-d3f0-4367-9388-0e8f5fc82dbb
11/28/2018,Sharhan mashli,NFHD,YE23,YE2312,Al Sha'b Al Aswad shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,510,NaN,510,yes,yes,,540,NaN,540,Vendor_did_not_answer,4,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,120,no,,,,,,yes,yes,75,170,181.3333333,181.3333333,yes,yes,,120,NaN,120,yes,yes,,550,NaN,550,YE13,Wholesaler,2,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2100,1,,2,no,,,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,yes,520,e5762b75-49cf-4641-b669-225a8bd9f638
11/28/2018,Sharhan mashli,NFHD,YE23,YE2312,Antar Al Hamani shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,Vendor_did_not_answer,4,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,110,no,,,,,,yes,yes,75,160,170.6666667,170.6666667,yes,yes,,120,NaN,120,yes,yes,,570,NaN,570,YE13,Wholesaler,2,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,2100,2,,3,no,,,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,510,5baee481-f829-4d2d-90b6-554495909db8
11/28/2018,Sharhan mashli,NFHD,YE23,YE2312,Ma'eedh shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,YE13,2,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,110,yes,yes,,300,NaN,300,yes,yes,75,160,170.6666667,170.6666667,yes,yes,,110,NaN,110,yes,yes,,600,NaN,600,YE13,Wholesaler,2,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,Do_not_know,2000,3,,3,Do_not_know,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,500,3c65daf6-5f1d-4e67-9162-4c59991e11b0
11/23/2018,Abdoh,NRC,YE17,YE1713,Almekhlaf,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,560,NaN,560,yes,yes,,570,NaN,570,YE17,14,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,no,20,200,100,100,yes,yes,75,150,160,160,yes,yes,,140,NaN,140,yes,yes,,650,NaN,650,YE17,Vendor,6,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,4500,10,,10,no,,,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,550,8b9db7da-af26-422e-ad61-632cba091d21
11/23/2018,Abdoh,NRC,YE17,YE1713,Shamr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,580,NaN,580,yes,yes,,580,NaN,580,YE17,10,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,no,20,200,100,100,yes,yes,75,170,181.3333333,181.3333333,yes,no,200,260,130,130,yes,yes,,700,NaN,700,YE17,Vendor,6,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,4000,6,,10,no,,,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,550,f6f3a307-3011-4351-bd24-594ad0730745
11/21/2018,Abdoh,NRC,YE17,YE1713,Shamr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,550,NaN,550,yes,yes,,570,NaN,570,YE17,16,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,0,0,1,1,1,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,no,20,200,100,100,yes,yes,75,150,160,160,yes,yes,,150,NaN,150,yes,yes,,800,NaN,800,YE17,Vendor,5,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,4000,5,,10,no,,,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,550,7f3ccbf2-ef10-4602-a654-2c720c14d11e
11/21/2018,Mohammed,NRC,YE17,YE1715,Almadenah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,590,NaN,590,yes,yes,,590,NaN,590,YE17,15,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,0,0,1,1,1,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,no,20,150,75,75,yes,yes,75,180,192,192,yes,no,110,150,136.3636364,136.3636364,yes,yes,,800,NaN,800,YE17,Vendor,6,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,8000,6,,15,no,,,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,550,5771d314-cc29-4e15-bcbc-8912cfeb8747
11/21/2018,Mohammed,NRC,YE17,YE1715,Almekhderah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,590,NaN,590,yes,yes,,590,NaN,590,YE17,14,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,0,0,1,1,1,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,200,NaN,200,yes,yes,75,200,213.3333333,213.3333333,yes,yes,,150,NaN,150,yes,yes,,800,NaN,800,YE17,Vendor,7,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,8000,10,,30,yes,6000,8000,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,560,dc171212-2f93-46b4-b9ee-fee528a87354
11/22/2018,Mohammed,NRC,YE17,YE1715,Almihabshah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,590,NaN,590,yes,yes,,590,NaN,590,YE17,10,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,0,0,1,1,1,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,no,20,200,100,100,yes,yes,75,200,213.3333333,213.3333333,yes,yes,,140,NaN,140,yes,yes,,800,NaN,800,YE17,Vendor,7,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,8000,10,,10,yes,5000,8000,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,550,b4b9f82a-5662-4522-b4bf-6e512ebc200b
11/23/2018,Shawqi,NRC,YE18,YE1802,Alluheyah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,600,NaN,600,yes,yes,,600,NaN,600,YE18,15,Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,0,1,1,1,1,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,NaN,200,yes,no,20,200,100,100,yes,yes,75,180,192,192,yes,yes,,140,NaN,140,yes,yes,,800,NaN,800,YE18,Vendor,8,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,3000,6,,7,no,,,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,550,57d4d48d-e98a-45b0-905b-39eb1a2824a2
