start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,type_area,fuel_prices,market_name_fuel,type_market,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,market_name_wash,type_market_001,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,market_name_water_trucking,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,market_name_exchange_rate,exchange_rate_result,note_exchange_rate,further_comments,_id,_uuid,_submission_time,_index
2018-10-30T10:04:41.414+03:00,2018-10-30T10:28:13.565+03:00,30/10/2018,ee.humanitarianresponse.info:abJEBZoKfQTMnV1g,28/10/2018,????,SCI,,YE15,YE1521,Urban,yes,??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,,,yes,yes,,550,NaN,,,YE24,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,no,,,,,,,yes,yes,75,200,,,,yes,no,500,700,140,,,yes,yes,,550,NaN,,,YE15,Wholesaler,7,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,??????,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,2500,7,,10,yes,6000,8000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,??????,730,,???? ?????? ?? ??????? ?? ???? ??? ??? ???? ?????? ???? ???? ????? ??? ??????? ?? ??? ???????,39473106,ddf65a71-63c0-4682-81e6-37b6dacb95a0,2018-10-30T07:28:20,162
2018-10-28T15:30:17.000+03:00,2018-10-30T10:49:10.000+03:00,28/10/2018,ee.humanitarianresponse.info:gKoEjgZNVe0YEn0F,11/10/2018,Zainab Hassan,OXFAM,,YE17,YE1712,Rural,yes,????????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,720,NaN,,,yes,yes,,600,NaN,,,YE18,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,????????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,yes,yes,100,200,,,,yes,yes,,200,NaN,,,yes,yes,,400,NaN,,,YE18,Wholesaler,15,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,????????,Cash,1,0,0,0,0,0,0,0,0,,4,Public,Pumping_Station_or_Borehole,Do_not_know,2000,8,,6,yes,2000,4000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,????????,700,,,39476058,15245eb2-b2b8-4db1-884e-7bc654b554a8,2018-10-30T07:51:03,163
2018-10-28T15:30:17.000+03:00,2018-10-30T11:01:16.000+03:00,28/10/2018,ee.humanitarianresponse.info:gKoEjgZNVe0YEn0F,11/10/2018,Zainab Hassan,OXFAM,,YE17,YE1712,Rural,yes,????????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,720,NaN,,,yes,yes,,600,NaN,,,YE18,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,????????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,yes,yes,100,200,,,,yes,yes,,200,NaN,,,yes,yes,,400,NaN,,,YE18,Wholesaler,15,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,????????,Cash,1,0,0,0,0,0,0,0,0,,4,Public,Pumping_Station_or_Borehole,Do_not_know,2000,8,,6,yes,2000,4000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,????????,700,,,39477869,bb518797-81bd-496e-8d0c-db296b4adbc9,2018-10-30T08:04:26,164
2018-10-28T16:00:29.000+03:00,2018-10-30T11:11:01.000+03:00,28/10/2018,ee.humanitarianresponse.info:gKoEjgZNVe0YEn0F,17/10/2018,Zainab Hassan,OXFAM,,YE17,YE1712,Rural,yes,?????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,770,NaN,,,yes,yes,,625,NaN,,,YE18,12,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,?????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,160,NaN,,,yes,yes,,110,NaN,,,yes,yes,100,180,,,,yes,yes,,210,NaN,,,yes,yes,,400,NaN,,,YE18,Vendor,13,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,?????,Cash,1,0,0,0,0,0,0,0,0,,3,Do_not_know,Other,Do_not_know,1500,5,,4,yes,2500,5000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,39478883,976a3c37-8437-4e0a-ae49-12fc5b08a95f,2018-10-30T08:12:29,165
2018-10-28T16:08:37.000+03:00,2018-10-30T11:53:13.000+03:00,28/10/2018,ee.humanitarianresponse.info:gKoEjgZNVe0YEn0F,10/10/2018,Ali Khal,OXFAM,,YE18,YE1801,Rural,yes,??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,720,NaN,,,yes,yes,,650,NaN,,,YE18,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,yes,yes,100,200,,,,yes,yes,,200,NaN,,,yes,yes,,400,NaN,,,YE18,,14,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,??????,Cash,1,0,0,0,0,0,0,0,0,,4,Do_not_know,Pumping_Station_or_Borehole,Do_not_know,1500,5,,20,yes,2500,5000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,??????,720,,,39485155,7ff89ad9-f8dd-4dcc-a7fe-2bc83caa42c5,2018-10-30T08:54:26,166
2018-10-30T11:58:18.000+03:00,2018-10-30T15:02:14.000+03:00,30/10/2018,ee.humanitarianresponse.info:NEvjvcAh7i5HxoTC,16/10/2018,Zainiab,OXFAM,,YE17,YE1704,Urban,yes,Shafer,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,NaN,,,yes,yes,,600,NaN,,,YE18,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Shafer,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,no,,,,,,,yes,yes,100,170,,,,yes,yes,,150,NaN,,,yes,yes,,500,NaN,,,YE18,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Shafer,750,,,39513055,bbe94e94-04a4-43e7-b294-a8a85f059aa7,2018-10-30T12:02:45,167
2018-10-28T16:22:41.000+03:00,2018-10-30T15:18:32.000+03:00,28/10/2018,ee.humanitarianresponse.info:gKoEjgZNVe0YEn0F,17/10/2018,Ali Khal,OXFAM,,YE18,YE1801,Rural,yes,??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,750,NaN,,,yes,yes,,625,NaN,,,YE18,13,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,??????,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,yes,yes,75,180,,,,yes,yes,,200,NaN,,,yes,yes,,400,NaN,,,YE18,Vendor,16,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,??????,Cash,1,0,0,0,0,0,0,0,0,,4,Do_not_know,Pumping_Station_or_Borehole,Do_not_know,1500,6,,6,yes,2000,4000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,??????,700,,,39518622,7b79af68-cfff-4cda-a176-245f609cf181,2018-10-30T12:23:06,168
2018-10-28T16:38:12.000+03:00,2018-10-30T15:30:53.000+03:00,28/10/2018,ee.humanitarianresponse.info:gKoEjgZNVe0YEn0F,23/10/2018,Ali Khal,OXFAM,,YE18,YE1801,Rural,yes,???????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,557,NaN,,,yes,yes,,600,NaN,,,YE18,20,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,???????,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,no,,,,,,,yes,yes,75,200,,,,yes,yes,,150,NaN,,,yes,yes,,400,NaN,,,YE18,Vendor,20,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,???????,Cash,1,0,0,0,0,0,0,0,0,,4,,Pumping_Station_or_Borehole,Do_not_know,1500,7,,6,yes,2000,4000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,39529411,7620310c-4566-4039-a1e5-e29e60fedb6c,2018-10-30T13:15:53,169
2018-10-30T11:30:35.016+03:00,2018-10-30T11:47:48.862+03:00,30/10/2018,ee.humanitarianresponse.info:A8z8Esvrybd67afY,30/10/2018,Arwa,Other,B4D,YE15,YE1522,Rural,yes,Qadas,Do_not_know,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,,,yes,yes,,600,NaN,,,YE24,,Price_inflation Supply_shortage Government_regulations Transportation_issues,1,0,0,0,1,1,1,0,0,0,0,,yes,Mohhammed,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,NaN,,,no,,,,,,,yes,yes,80,300,,,,yes,yes,,300,NaN,,,yes,yes,,600,NaN,,,YE15,Vendor,,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,yes,Abdo,Cash,1,0,0,0,0,0,0,0,0,,18,Public,Pumping_Station_or_Borehole,yes,700,4,,4,yes,15000,30000,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,,,,,39584148,f1977226-6b27-4aaa-97d7-5dce87885f21,2018-10-30T19:54:54,170
2018-10-30T12:21:22.304+03:00,2018-10-30T12:29:26.060+03:00,30/10/2018,ee.humanitarianresponse.info:A8z8Esvrybd67afY,30/10/2018,Arwa,Other,B4D,YE15,YE1522,Rural,yes,Naji Saleh,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,NaN,,,no,,,,,,,YE24,8,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,yes,Hasan,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,NaN,,,no,,,,,,,yes,yes,80,300,,,,yes,yes,,350,NaN,,,yes,yes,,670,NaN,,,YE24,Wholesaler,13,Government_regulations Transportation_issues,0,0,0,0,0,1,1,0,0,0,0,yes,Ameen,Cash,1,0,0,0,0,0,0,0,0,,18,Public,Pumping_Station_or_Borehole,no,1000,3,,3,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,39587036,53a61931-bf6a-447e-b8ed-16c913278642,2018-10-30T20:36:26,171
2018-10-30T12:29:28.806+03:00,2018-10-30T12:40:16.862+03:00,30/10/2018,ee.humanitarianresponse.info:A8z8Esvrybd67afY,30/10/2018,Arwa,Other,B4D,YE15,YE1522,Rural,yes,Mohammed,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,750,NaN,,,yes,yes,,800,NaN,,,YE24,13,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Naji,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,no,,,,,,,yes,yes,80,350,,,,no,,,,,,,no,,,,,,,YE24,Vendor,16,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Mohsen,Cash,1,0,0,0,0,0,0,0,0,,18,Public,Pumping_Station_or_Borehole,no,830,4,,4,no,,,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,no,,,,,39587841,bc27380f-e83b-43ff-8f63-f199d9b3c5de,2018-10-30T20:47:17,172
2018-10-30T12:40:19.374+03:00,2018-10-30T12:46:49.401+03:00,30/10/2018,ee.humanitarianresponse.info:A8z8Esvrybd67afY,30/10/2018,Arwa,Other,B4D,YE15,YE1522,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Omar,Other,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,200,NaN,,,yes,yes,60,280,,,,yes,yes,,340,NaN,,,yes,yes,,700,NaN,,,YE24,Vendor,9,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Naser,Cash,1,0,0,0,0,0,0,0,0,,20,Private,Pumping_Station_or_Borehole,no,1100,2,,2,no,,,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,yes,Noodaldeen,750,,,39588264,87971044-d4e6-42f2-9e8f-872d9cd5e0de,2018-10-30T20:53:50,173
2018-10-31T02:49:45.305+03:00,2018-10-31T02:55:59.604+03:00,31/10/2018,ee.humanitarianresponse.info:A8z8Esvrybd67afY,30/10/2018,Hussam,Other,B4D,YE18,YE1821,Urban,yes,Fuad,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,750,NaN,,,yes,yes,,750,NaN,,,YE18,3,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,yes,Al Jazeera,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,180,NaN,,,yes,yes,,1250,NaN,,,yes,yes,80,200,,,,yes,no,500,720,144,,,yes,yes,,500,NaN,,,YE18,Wholesaler,5,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,yes,Bader,Cash,1,0,0,0,0,0,0,0,0,,18,Private,Pumping_Station_or_Borehole,no,300,2,,2,no,,,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Bin Masood,750,,,39656490,6b9627e6-2c0a-447b-b12d-40c29901d1e6,2018-10-31T11:03:06,174
2018-10-31T02:56:07.928+03:00,2018-10-31T03:02:57.009+03:00,31/10/2018,ee.humanitarianresponse.info:A8z8Esvrybd67afY,30/10/2018,Hussam,Other,B4D,YE18,YE1821,Urban,yes,Saqaf,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,600,NaN,,,yes,yes,,650,NaN,,,YE18,2,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,yes,Lew Akhdeer,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,no,,,,,,,yes,yes,80,150,,,,yes,no,500,600,120,,,yes,yes,,450,NaN,,,YE18,Wholesaler,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Ali,Cash,1,0,0,0,0,0,0,0,0,,18,Private,Water_Spring,no,270,3,,3,Do_not_know,,,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Alomqi,750,,,39657528,11c0abd3-7aa7-4c3a-86ce-c60ce67dc87b,2018-10-31T11:09:58,175
2018-10-31T03:02:59.995+03:00,2018-10-31T03:11:00.081+03:00,31/10/2018,ee.humanitarianresponse.info:A8z8Esvrybd67afY,30/10/2018,Hussam,Other,B4D,YE18,YE1821,Urban,yes,Bajil,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,575,NaN,,,yes,yes,,575,NaN,,,YE18,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Mahdi,Other,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,no,,,,,,,yes,yes,80,140,,,,yes,yes,,120,NaN,,,yes,yes,,400,NaN,,,YE18,Wholesaler,6,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Hajib,Cash,1,0,0,0,0,0,0,0,0,,18,Public,Pumping_Station_or_Borehole,no,277,3,,5,yes,500,1000,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,yes,Abdo,750,,,39658853,fcea20da-de27-4f84-b455-e3b89c55dce3,2018-10-31T11:18:05,176
2018-10-31T12:15:31.751+03:00,2018-10-31T14:55:20.740+03:00,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,24/10/2018,Abdulaziz Mohammed Alwashaly,SCI,,YE18,YE1807,Rural,yes,Az Zaydiyah Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,NaN,,,yes,yes,,620,NaN,,,YE18,2,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaydiyah Market,745,,,39663852,56dd43d7-b3eb-41ca-aa12-39a2784dfeb0,2018-10-31T11:50:03,177
2018-10-31T14:55:21.070+03:00,2018-10-31T14:59:33.293+03:00,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,24/10/2018,Abulaziz Alwashaly,SCI,,YE18,YE1807,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaydiyah Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,180,NaN,,,yes,no,20,180,90,,,yes,yes,70,150,,,,yes,no,110,140,127.2727273,,,yes,yes,,320,NaN,,,YE18,Wholesaler,2,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaydiyah Market,745,,,39664793,5b89d55d-bb96-44ba-8240-cbb53dddf4b1,2018-10-31T11:54:15,178
2018-10-31T14:59:33.610+03:00,2018-10-31T15:03:46.740+03:00,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,24/10/2018,Abulaziz Alwashaly,SCI,,YE18,YE1807,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaydiyah Market,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,1000,3,,30,yes,3000,9000,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,yes,Az Zaydiyah Market,745,,,39665392,dcc042bf-b829-4f6c-beb2-d3236eb5fe2f,2018-10-31T11:58:29,179
2018-10-31T15:03:47.143+03:00,2018-10-31T15:05:46.030+03:00,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,24/10/2018,Abulaziz Alwashaly,SCI,,YE18,YE1807,Rural,yes,Az Zaydiyah Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,620,NaN,,,YE18,5,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaydiyah Market,745,,,39665840,23011fc5-d3f3-4f90-a838-3bd2c49a7bd8,2018-10-31T12:00:28,180
2018-10-31T15:05:46.475+03:00,2018-10-31T15:08:33.397+03:00,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,24/10/2018,Abulaziz Alwashaly,SCI,,YE18,YE1807,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaydiyah Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,NaN,,,yes,no,20,200,100,,,yes,yes,70,150,,,,yes,no,110,150,136.3636364,,,yes,yes,,330,NaN,,,YE18,Wholesaler,2,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaydiyah Market,745,,,39666544,35e26b48-b25e-4cd6-a142-3870cf277f9e,2018-10-31T12:03:15,181
2018-10-31T15:08:33.844+03:00,2018-10-31T15:11:10.228+03:00,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,24/10/2018,Abdulaziz Alwashaly,SCI,,YE18,YE1807,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaydiyah Market,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,1000,3,,30,yes,5000,10000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,yes,Az Zaydiyah Market,745,,,39667366,819775e2-089c-4305-9f4d-068710c898d4,2018-10-31T12:05:52,182
2018-10-31T15:11:10.777+03:00,2018-10-31T15:13:04.327+03:00,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,24/10/2018,Abdulaziz Alwashaly,SCI,,YE18,YE1807,Rural,yes,Az Zaydiyah Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,580,NaN,,,yes,yes,,590,NaN,,,YE18,4,Price_inflation Shortage_of_demand Insecurity_and_instability Other_see_next_question,1,0,1,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaydiyah Market,745,,,39667998,7f48d6c2-9c7c-43e5-9030-e9cfa6da5a78,2018-10-31T12:07:46,183
2018-10-31T15:13:04.902+03:00,2018-10-31T15:15:41.134+03:00,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,24/10/2018,Abdulaziz Alwashaly,SCI,,YE18,YE1807,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaydiyah Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,180,NaN,,,yes,no,20,180,90,,,yes,yes,70,140,,,,yes,no,110,130,118.1818182,,,yes,yes,,320,NaN,,,YE18,Wholesaler,2,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaidyah Market,745,,,39668747,d317b78f-59e9-40d1-b523-d36a851ed850,2018-10-31T12:10:23,184
2018-10-31T15:15:41.698+03:00,2018-10-31T15:17:42.421+03:00,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,24/10/2018,Abdulaziz Alwashaly,SCI,,YE18,YE1807,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Az Zaydiyah Market,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,1000,3,,30,yes,4000,8000,Price_inflation Shortage_of_demand Insecurity_and_instability Other_see_next_question,1,0,1,1,0,0,0,1,0,0,0,yes,Az Zaydiyah Market,745,,,39669495,daaf9552-f898-4335-8773-1511c53596da,2018-10-31T12:12:25,185
