Index_ID,date_ID,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel.Cash,cash_feasibility_fuel.Mobile_money,cash_feasibility_fuel.Credit_debit_Card,cash_feasibility_fuel.Prepaid_cards,cash_feasibility_fuel.Credit,cash_feasibility_fuel.Vouchers,cash_feasibility_fuel.Bartering,cash_feasibility_fuel.Other,cash_feasibility_fuel.Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple.Price_inflation,fuel_constraints_multiple.Liquidity_shortage,fuel_constraints_multiple.Shortage_of_demand,fuel_constraints_multiple.Insecurity_and_instability,fuel_constraints_multiple.Supply_shortage,fuel_constraints_multiple.Government_regulations,fuel_constraints_multiple.Transportation_issues,fuel_constraints_multiple.Other_see_next_question,fuel_constraints_multiple.Do_not_know,fuel_constraints_multiple.No_constraints,fuel_constraints_multiple.Vendor_did_not_answer,wash_prices,cash_feasibility_wash,cash_feasibility_wash.Cash,cash_feasibility_wash.Mobile_money,cash_feasibility_wash.Credit_debit_Card,cash_feasibility_wash.Prepaid_cards,cash_feasibility_wash.Credit,cash_feasibility_wash.Vouchers,cash_feasibility_wash.Bartering,cash_feasibility_wash.Other,cash_feasibility_wash.Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple.Price_inflation,wash_constraints_multiple.Liquidity_shortage,wash_constraints_multiple.Shortage_of_demand,wash_constraints_multiple.Insecurity_and_instability,wash_constraints_multiple.Supply_shortage,wash_constraints_multiple.Government_regulations,wash_constraints_multiple.Transportation_issues,wash_constraints_multiple.Other_see_next_question,wash_constraints_multiple.Do_not_know,wash_constraints_multiple.No_constraints,wash_constraints_multiple.Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking.Cash,cash_feasibility_water_trucking.Mobile_money,cash_feasibility_water_trucking.Credit_debit_Card,cash_feasibility_water_trucking.Prepaid_cards,cash_feasibility_water_trucking.Credit,cash_feasibility_water_trucking.Vouchers,cash_feasibility_water_trucking.Bartering,cash_feasibility_water_trucking.Other,cash_feasibility_water_trucking.Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple.Price_inflation,constraints_multiple.Liquidity_shortage,constraints_multiple.Shortage_of_demand,constraints_multiple.Insecurity_and_instability,constraints_multiple.Supply_shortage,constraints_multiple.Government_regulations,constraints_multiple.Transportation_issues,constraints_multiple.Other_see_next_question,constraints_multiple.Do_not_know,constraints_multiple.No_constraints,constraints_multiple.Vendor_did_not_answer,exchange_rate,uuid
341,Dec-18,YE29,Amran,YE2915,Amran,Amran City Market,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,18,Private,Pumping_Station_or_Borehole,no,1000,5,NA,10,yes,18000,20000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,505,e86c37a7-c51e-4521-8c5c-4993597a1731
342,Dec-18,YE29,Amran,YE2918,Iyal Surayh,Iyal Suryah Market,Urban,yes,Cash Prepaid_cards,1,0,0,1,0,0,0,0,0,NA,yes,yes,NA,435,NA,435,yes,yes,NA,475,NA,475,YE18,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,746aa615-8309-4d9d-8c76-256aaaac72d8
343,Dec-18,YE29,Amran,YE2918,Iyal Surayh,Iyal Suryah Market,Urban,yes,Cash Prepaid_cards,1,0,0,1,0,0,0,0,0,NA,yes,yes,NA,435,NA,435,yes,yes,NA,475,NA,475,YE18,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,746aa615-8309-4d9d-8c76-256aaaac72d8
344,Dec-18,YE29,Amran,YE2918,Iyal Surayh,Iyal Suryah Market,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,no,20,500,250,250,yes,yes,70,120,NA,120,yes,no,110,100,90.90909091,90.90909091,yes,yes,NA,550,NA,550,YE23,Wholesaler,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,1693465e-95af-4d90-97f1-2b16305f24d5
345,Dec-18,YE29,Amran,YE2918,Iyal Surayh,Iyal Suryah Market,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Treatment_Station,Do_not_know,1200,5,NA,10,yes,6000,9000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,500,a0c353a5-e5c2-4701-bc40-fa189b276275
346,Dec-18,YE29,Amran,YE2918,Iyal Surayh,Iyal Suryah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,435,NA,435,yes,yes,NA,475,NA,475,YE18,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,6558f58d-c41d-48c5-84ce-ca71f5d9dc64
347,Dec-18,YE29,Amran,YE2918,Iyal Surayh,Iyal Suryah Market,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,110,NA,110,yes,no,20,500,250,250,yes,yes,70,120,NA,120,yes,no,110,100,90.90909091,90.90909091,yes,yes,NA,600,NA,600,YE23,Wholesaler,2,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,11d51c91-76f8-4305-bccf-a6086613723a
348,Dec-18,YE30,Al Dhale'e,YE3003,Qaatabah,Al Fakher,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,350,NA,NA,no,NA,NA,NA,NA,NA,YE19,20,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,120,NA,NA,yes,no,5,250,500,500,yes,yes,100,150,NA,150,yes,no,110,100,90.90909091,90.90909091,yes,yes,NA,500,NA,500,YE26,Wholesaler,10,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2000,5,NA,10,no,NA,NA,Liquidity_shortage Shortage_of_demand,0,1,1,0,0,0,0,0,0,0,0,450,b2bd261b-8129-42c7-904c-8dcc1b9d0ba5
349,Dec-18,YE30,Al Dhale'e,YE3003,Qaatabah,Al Fakher,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,yes,yes,NA,360,NA,NA,Vendor_did_not_answer,25,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,120,NA,NA,yes,no,5,80,160,160,yes,yes,100,180,NA,180,yes,no,110,100,90.90909091,90.90909091,yes,no,8,450,562.5,500,YE30,Wholesaler,20,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,12,Private,Pumping_Station_or_Borehole,no,1660,5,NA,10,no,NA,NA,Liquidity_shortage Supply_shortage Other_see_next_question,0,1,0,0,1,0,0,1,0,0,0,450,8970d802-bd5a-4dbe-864c-67f7539a0880
350,Dec-18,YE30,Al Dhale'e,YE3003,Qaatabah,Al Fakher,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,350,NA,NA,yes,yes,NA,340,NA,NA,YE24,20,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,NA,yes,yes,NA,100,NA,100,yes,yes,100,150,NA,150,yes,yes,NA,100,NA,100,yes,yes,NA,500,NA,500,YE30,Wholesaler,15,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2000,6,NA,10,no,NA,NA,Shortage_of_demand Supply_shortage,0,0,1,0,1,0,0,0,0,0,0,450,c5e11ecc-f6f8-48c1-901e-c708f9377362
351,Dec-18,YE30,Al Dhale'e,YE3006,Ad Dhalee,Al Share' Al Aam,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,325,NA,NA,yes,yes,NA,330,NA,NA,YE24,7,Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,0,1,1,0,1,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,75,NA,NA,yes,yes,NA,100,NA,100,yes,no,600,780,130,130,yes,no,110,75,68.18181818,100,yes,yes,NA,500,NA,500,YE24,Wholesaler,7,Shortage_of_demand Supply_shortage Transportation_issues,0,0,1,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,2500,10,NA,10,no,NA,NA,Shortage_of_demand Supply_shortage Transportation_issues,0,0,1,0,1,0,1,0,0,0,0,500,1c2cdde6-728a-4be9-a47b-68390db827d7
352,Dec-18,YE30,Al Dhale'e,YE3006,Ad Dhalee,Al Share' Al Aam,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,320,NA,NA,yes,yes,NA,350,NA,NA,YE19,10,Shortage_of_demand Supply_shortage Transportation_issues,0,0,1,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,75,NA,NA,yes,yes,NA,100,NA,100,yes,yes,100,86,NA,86,yes,no,110,81,73.63636364,100,yes,no,8,500,625,500,YE24,Wholesaler,6,Shortage_of_demand Supply_shortage Transportation_issues,0,0,1,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2500,8,NA,15,yes,1000,1500,Shortage_of_demand Supply_shortage,0,0,1,0,1,0,0,0,0,0,0,500,d2dce38c-09be-4978-94c1-cb526304c44c
353,Dec-18,YE30,Al Dhale'e,YE3006,Ad Dhalee,Al Share' Al Aam,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,400,NA,400,yes,yes,NA,400,NA,400,YE30,2,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,120,NA,NA,yes,yes,NA,100,NA,100,yes,yes,100,180,NA,180,yes,yes,NA,100,NA,80,yes,yes,NA,500,NA,450,YE30,Wholesaler,1,Liquidity_shortage Shortage_of_demand Supply_shortage,0,1,1,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2500,8,NA,10,no,NA,NA,Shortage_of_demand Transportation_issues,0,0,1,0,0,0,1,0,0,0,0,515,17cf5a9c-aef1-45d3-b040-dfc1a4c33a62
354,Dec-18,YE30,Al Dhale'e,YE3006,Ad Dhalee,Sanah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,350,NA,NA,yes,yes,NA,350,NA,NA,YE19,15,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,NA,yes,yes,NA,100,NA,100,yes,yes,100,180,NA,180,yes,no,110,100,90.90909091,90.90909091,yes,yes,NA,500,NA,500,YE30,Wholesaler,20,Shortage_of_demand Supply_shortage,0,0,1,0,1,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2500,12,NA,10,no,NA,NA,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,450,b55d0b9b-a94e-4057-96fc-618443e8028b
355,Dec-18,YE30,Al Dhale'e,YE3006,Ad Dhalee,Sanah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,350,NA,NA,no,NA,NA,NA,NA,NA,YE24,20,Price_inflation Shortage_of_demand Supply_shortage Transportation_issues,1,0,1,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,NA,yes,yes,NA,100,NA,100,yes,yes,100,180,NA,180,yes,yes,NA,100,NA,100,yes,yes,NA,450,NA,450,YE30,Wholesaler,7,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2000,12,NA,12,no,NA,NA,Price_inflation Shortage_of_demand Supply_shortage Transportation_issues,1,0,1,0,1,0,1,0,0,0,0,450,0cf3d034-4bf8-4dfd-91cf-4d437aa077ae
356,Dec-18,YE30,Al Dhale'e,YE3006,Ad Dhalee,Sanah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,285,NA,NA,no,NA,NA,NA,NA,NA,YE24,20,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,NA,yes,yes,NA,100,NA,100,yes,yes,600,800,NA,130,yes,yes,NA,80,NA,80,yes,yes,NA,500,NA,500,YE30,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2000,12,NA,10,no,NA,NA,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,450,a546fed1-4237-4a17-99e1-e6d38623f270
357,Dec-18,YE32,Socotra,YE3201,Hidaybu,Hadibou,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,200,NA,200,yes,yes,NA,310,NA,310,YE24,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,140,NA,140,no,NA,NA,NA,NA,NA,yes,yes,100,150,NA,150,yes,yes,NA,120,NA,120,yes,yes,NA,600,NA,600,YE19,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,1000,3,NA,2,yes,8000,12000,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,510,4996ab82-8503-413f-a190-5d76eeed4f16
358,Dec-18,YE32,Socotra,YE3201,Hidaybu,Hadibou,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,200,NA,200,yes,yes,NA,310,NA,310,YE24,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,no,NA,NA,NA,NA,NA,yes,yes,100,140,NA,140,yes,yes,NA,100,NA,100,yes,yes,NA,600,NA,600,YE19,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,yes,1300,4,NA,2,yes,8000,12000,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,510,94dfb541-242a-4941-8ede-ed17feece528
359,Dec-18,YE32,Socotra,YE3201,Hidaybu,Hadibou,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,200,NA,200,yes,yes,NA,310,NA,310,YE24,4,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,no,NA,NA,NA,NA,NA,yes,yes,100,145,NA,145,yes,yes,NA,115,NA,115,yes,yes,NA,550,NA,550,YE19,Wholesaler,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,1200,3,NA,3,yes,8500,10000,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,510,fd73a056-f105-4f6a-8fa4-20669a7a9207
360,Jan-19,YE11,Ibb,YE1102,Yarim,Al-Da'eri-Algharbi,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,NA,Yes,Yes,NA,345,NA,410,Yes,Yes,NA,410,NA,410,YE18,3,Price Inflation Shortage of Demand Transportation Issues,1,0,1,0,0,0,1,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,Yes,Yes,NA,100,NA,100,Yes,No,5,70,140,140,Yes,Yes,80,130,130,130,Yes,Yes,NA,100,NA,100,Yes,Yes,NA,500,NA,500,YE11,Wholesaler,10,Price Inflation Shortage of Demand,1,0,1,0,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,2,Do_not_know,Pumping Station or Borehole,No,2000,2,NA,10,Yes,4000,8000,Price Inflation Liquidity Shortage Shortage of Demand Transportation Issues,1,1,1,0,0,0,1,0,0,0,0,580,22092d40-607f-40c1-afdc-c352b6c818dd
361,Jan-19,YE11,Ibb,YE1102,Yarim,Al-Daeri-Gawlat Sanad,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,NA,Yes,Yes,NA,345,NA,410,Yes,Yes,NA,410,NA,410,YE18,4,Price Inflation Shortage of Demand Transportation Issues,1,0,1,0,0,0,1,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,Yes,Yes,NA,100,NA,100,Yes,No,5,100,200,200,Yes,Yes,80,130,130,130,Yes,Yes,NA,80,NA,80,Yes,Yes,NA,450,NA,450,YE11,Wholesaler,10,Price Inflation Liquidity Shortage Shortage of Demand,1,1,1,0,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,3,Private,Pumping Station or Borehole,No,2300,1,NA,5,Yes,5000,0,Price Inflation Liquidity Shortage Transportation Issues,1,1,0,0,0,0,1,0,0,0,0,563,1085dbdf-2390-48c6-bdc4-2482d6468e1c
362,Jan-19,YE11,Ibb,YE1102,Yarim,Al-Khashabah,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,NA,Yes,Yes,NA,345,NA,410,Yes,Yes,NA,410,NA,410,YE30,2,Price Inflation Insecurity and Instability Transportation Issues,1,0,0,1,0,0,1,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,Yes,Yes,NA,100,NA,100,No,NA,NA,NA,NA,NA,Yes,Yes,80,120,120,120,Yes,Yes,NA,100,NA,100,Yes,Yes,NA,450,NA,450,YE11,Wholesaler,8,Price Inflation Shortage of Demand Insecurity and Instability,1,0,1,1,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,2.5,Private,Pumping Station or Borehole,Do_not_know,2000,1,NA,5,Yes,4500,0,Price Inflation Liquidity Shortage Transportation Issues,1,1,0,0,0,0,1,0,0,0,0,560,1bdda3ea-9c40-46ea-b355-54d29c8eed25
363,Jan-19,YE11,Ibb,YE1116,Dhi As Sufal,Al-Sayani,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,NA,Yes,Yes,NA,330,NA,340,Yes,Yes,NA,340,NA,340,YE18,7,Price Inflation Shortage of Demand Transportation Issues,1,0,1,0,0,0,1,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,Yes,Yes,NA,100,NA,100,Yes,No,5,50,100,100,Yes,Yes,80,100,100,100,Yes,Yes,NA,100,NA,100,Yes,Yes,NA,400,NA,400,YE11,Wholesaler,12,Price Inflation Liquidity Shortage Shortage of Demand,1,1,1,0,0,0,0,0,0,0,0,Yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping Station or Borehole,No,2500,1,NA,3,No,NA,NA,Price Inflation Shortage of Demand Transportation Issues,1,0,1,0,0,0,1,0,0,0,0,545,97920f1d-c665-4a30-952a-2ce1b08f545b
364,Jan-19,YE11,Ibb,YE1116,Dhi As Sufal,Al-Sharea Al-A'am,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,NA,Yes,Yes,NA,330,NA,340,Yes,Yes,NA,340,NA,340,YE24,12,Price Inflation Liquidity Shortage Shortage of Demand,1,1,1,0,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,Yes,Yes,NA,100,NA,100,Yes,Yes,NA,80,NA,80,Yes,Yes,80,100,100,100,Yes,Yes,NA,100,NA,100,Yes,Yes,NA,350,NA,350,YE11,Wholesaler,3,Price Inflation Liquidity Shortage Shortage of Demand,1,1,1,0,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,6,Private,Pumping Station or Borehole,No,2500,1,NA,10,Yes,12000,18000,Price Inflation Shortage of Demand Transportation Issues,1,0,1,0,0,0,1,0,0,0,0,525,96b263ab-bf83-4c2b-a395-7066ea5f0c04
365,Jan-19,YE11,Ibb,YE1116,Dhi As Sufal,Al-Thalatheen,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,NA,Yes,Yes,NA,330,NA,340,Yes,Yes,NA,340,NA,340,YE18,5,Price Inflation Liquidity Shortage Shortage of Demand Transportation Issues,1,1,1,0,0,0,1,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,Yes,Yes,NA,100,NA,100,Yes,No,5,70,140,140,Yes,Yes,80,120,120,120,Yes,Yes,NA,100,NA,100,Yes,Yes,NA,400,NA,400,YE11,Wholesaler,9,Price Inflation Shortage of Demand,1,0,1,0,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,6,Private,Pumping Station or Borehole,Yes,2700,2,NA,5,Yes,13000,0,Price Inflation Shortage of Demand Government Regulations Transportation Issues,1,0,1,0,0,1,1,0,0,0,0,550,df1f8faa-e2e1-480d-8b8f-b9d43973806e
366,Jan-19,YE11,Ibb,YE1118,Al Mashannah,Mafraq Giblah,Urban,Yes,Cash,1,0,0,0,0,0,0,0,0,NA,Yes,Yes,NA,345,NA,390,Yes,Yes,NA,390,NA,390,YE18,5,Price Inflation Shortage of Demand Insecurity and Instability,1,0,1,1,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,Yes,Yes,NA,100,NA,100,Yes,No,5,100,200,200,Yes,Yes,80,130,130,130,Yes,Yes,NA,100,NA,100,Yes,Yes,NA,400,NA,400,YE11,Wholesaler,10,Price Inflation Shortage of Demand Insecurity and Instability,1,0,1,1,0,0,0,0,0,0,0,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,6,Private,Pumping Station or Borehole,No,3000,1,NA,5,Yes,14000,0,Price Inflation Shortage of Demand Transportation Issues,1,0,1,0,0,0,1,0,0,0,0,550,d49bfc59-3bf7-4a74-9e3b-7c755963a147
