governorate_ID,governorate_name,district_ID,district_name,type_area,fuel_prices,type_market,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,type_market_001,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,market_name_water_trucking,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,_uuid
YE13,Amanat Al Asimah,YE1306,Al Wahdah,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,yes,yes,NA,80,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,d0df954b-847d-40c4-8c9f-05d19966f7ae
YE13,Amanat Al Asimah,YE1306,Al Wahdah,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,yes,yes,NA,70,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,c72c2f51-7ab1-4143-bdcd-560f159db7c0
YE13,Amanat Al Asimah,YE1306,Al Wahdah,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Abdullatif Al Afeef water trucking,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,yes,1500,2,NA,5,no,NA,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,750,613e032f-5ee1-4d1b-a9f5-e5a0331c88cf
YE13,Amanat Al Asimah,YE1306,Al Wahdah,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Radman Al Asfari water trucking,Cash,1,0,0,0,0,0,0,0,0,NA,2,Private,Pumping_Station_or_Borehole,yes,2000,2,NA,75,no,NA,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,750,3ee40388-8268-452f-b717-77df30f7e4bb
YE13,Amanat Al Asimah,YE1306,Al Wahdah,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Mohammad Al Yazily water trucking,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,yes,1500,2,NA,5,no,NA,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,750,80bac7b7-b742-4d54-a2e2-006caf9c681e
YE13,Amanat Al Asimah,YE1307,At Tahrir,Urban,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,590,NA,NA,YE26,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,NA,yes,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,170,NA,NA,yes,yes,NA,150,NA,NA,yes,yes,100,160,NA,NA,yes,yes,NA,140,NA,NA,yes,yes,NA,750,NA,NA,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Al Ulufi,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,2000,4,NA,4,yes,10000,14000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,740,4b80f54f-b774-4313-aa63-36db1fec2b38
YE13,Amanat Al Asimah,YE1307,At Tahrir,Urban,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,590,NA,NA,YE26,4,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,160,NA,NA,yes,yes,NA,150,NA,NA,yes,yes,100,160,NA,NA,yes,yes,NA,120,NA,NA,yes,yes,NA,750,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Radio market,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,NA,2000,6,NA,5,yes,16000,20000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,740,22e49c60-4b07-45d9-a8d3-9aac98f07218
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE13,5,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,1,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,Murad Attiyyah,Cash,1,0,0,0,0,0,0,0,0,NA,2.2,NA,Pumping_Station_or_Borehole,no,2000,1,NA,1,no,NA,NA,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,NA,cf3d0793-54b8-4ee5-98c0-1c762a010d8b
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE13,5,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,170,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,1,Price_inflation Supply_shortage Government_regulations,1,0,0,0,1,1,0,0,0,0,0,yes,Mohammad Ali,Cash,1,0,0,0,0,0,0,0,0,NA,3.5,Private,Pumping_Station_or_Borehole,no,2857,1,NA,1,NA,NA,NA,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,750,b343b027-caf7-48f9-a1a7-70228951f32b
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE18,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,600,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Abdullah Assame',Cash,1,0,0,0,0,0,0,0,0,NA,2.5,Private,Treatment_Station,yes,3000,1,NA,1,no,NA,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,752,7029083c-36d1-40e9-ad93-ddf49c0e4756
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE13,7,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,1,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,7a18e0d6-d268-44e9-9adb-cad4cb6f35ec
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE18,3,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations,1,0,0,1,1,1,0,0,0,0,0,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,170,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,7,Price_inflation Supply_shortage Government_regulations Transportation_issues,1,0,0,0,1,1,1,0,0,0,0,yes,Mohammd Hussein Abdo,Cash,1,0,0,0,0,0,0,0,0,NA,3.5,Private,Pumping_Station_or_Borehole,no,2857,1,NA,1,no,NA,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,730,1182bcef-d502-44fc-ab3d-677ea7678140
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,650,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Mohammad Asshawkani,Cash,1,0,0,0,0,0,0,0,0,NA,1.2,Private,Pumping_Station_or_Borehole,no,2666,1,NA,1,no,NA,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,NA,ee4f76d5-bc7d-42f8-af76-2d61cb20393f
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ae36c5dc-23b0-41bb-949a-fce762d8b57b
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,160,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bf1b2eab-f5d6-4eed-95c2-727d3f1d3113
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,650,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534b719-1fca-4f40-bb6a-f67967de8807
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,160,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,650,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987650c1-24c6-4c22-985b-0caaba459930
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479cb926-6abf-457f-a8c7-f50611bca553
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70604da5-77f6-4764-a3a0-786a511c1228
YE13,Amanat Al Asimah,YE1308,Ma'ain,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab3fb877-516b-4a80-98db-ed998b0f3934
YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Urban,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE13,7,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44e37957-4a3c-4cc0-a600-8b1ac1fbd3cf
YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Urban,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE13,5,Price_inflation Supply_shortage Government_regulations,1,0,0,0,1,1,0,0,0,0,0,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,90,NA,NA,yes,yes,NA,600,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Ahamad Naser Al Kandi,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2000,1,NA,1,no,NA,NA,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,NA,e547e2cc-120f-4c04-bcc1-79bde905a8e7
YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Urban,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE13,5,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,140,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,600,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73445d04-7d65-4d8c-a282-0fec372c7bf8
YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Urban,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE18,1,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,600,NA,NA,YE13,Wholesaler,1,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f6b1f0db-5602-49f1-b7c1-f7fafbccfd11
YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36ce763a-26b2-4235-97b9-a2d5a52edc82
YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,150,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,700,NA,NA,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa9568ab-5aca-4be5-8ba2-d634c363b412
YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,125,170,NA,NA,yes,yes,NA,100,NA,NA,yes,yes,NA,600,NA,NA,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5813909f-50c7-4c4a-9689-c36e1cd12d29
